GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",37983 E,39084 E,37699 E,38618 E,39698 E,42961 E,41531 E,41628 E,37679 E,35756 E,36123 E,35115 E,37905,37366,36302 E,37054 E,38689 E
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1500,"61","   Educational services","Number of jobs",8716 E,9389 E,10304 E,11012 E,11407 E,11755 E,11478 E,11906 E,11877 E,12201 E,11818 E,11476 E,12468,12746,12744,12605,12366
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",50105 E,53134 E,55678 E,59164 E,59687 E,61562 E,60732 E,65464 E,67388 E,68354 E,67880 E,66884 E,73780,74821,78001,80831,80949
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",12314 E,12726 E,13239 E,13628 E,13864 E,14116 E,14889 E,15143 E,15142 E,15004 E,14905 E,15605 E,15994,16421,16459,16669,17144
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",44066 E,45124 E,46113 E,46531 E,46713 E,49133 E,49659 E,48791 E,46981 E,46956 E,46500 E,47285 E,49648,51195,52290,53581,54111
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",27094 E,29767 E,30347 E,30979 E,31496,32295,33014,31743 E,32288,31487,32392,32154,31940,32634,32612 E,32693 E,33138
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",117167,120376,123297,125527,126936,122517,118723,121678,122558,122659,120787,119342,118540,117895,118136,118079,117026
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",15911,16561,16485,16437,16544,16853,16701,16838,17448,18314,17904,17366,16693,16289,16264,16434,16448
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,2002,"...","   Military","Number of jobs",7124,7187,7214,7149,6913,6827,6617,6498,6527,6660,6841,6896,6783,6414,6305,6349,6376
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,2010,"...","   State and local","Number of jobs",94132,96628,99598,101941,103479,98837,95405,98342,98583,97685,96042,95080,95064,95192,95567,95296,94202
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,2011,"...","    State government","Number of jobs",(D),(D),(D),(D),(D),(D),37975 E,39122 E,39436 E,39101 E,37848 E,37389 E,37913 E,38711 E,39232 E,39159 E,38595 E
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAEMP25N,2012,"...","    Local government","Number of jobs",47897 E,49859 E,51487 E,53408 E,54485 E,55292 E,55860 E,57569 E,57487 E,56955 E,56574 E,56053 E,55516 E,54834 E,54693 E,54511 E,53963 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",147276,147446,150039,152894,155343,159412,162737,166296,165720,164113,166336,168223,170848,171944,174081,175887,176059
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",115721,115536,117174,119389,120606,123705,124388,126888,125247,123646,125926,126785,127855,129336,131326,132275,131301
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",31555,31910,32865,33505,34737,35707,38349,39408,40473,40467,40410,41438,42993,42608,42755,43612,44758
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",2118,2046,1932,1881,1872,1828,1944,1944,1937,1940,1938,1915,1939,1915,1902,1900,1885
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",29437,29864,30933,31624,32865,33879,36405,37464,38536,38527,38472,39523,41054,40693,40853,41712,42873
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",2858,2662,2560,2497,2591,2480,2703,2638,2666,2539,2473,2426,2496,2466,2476,2494,2445
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",144418,144784,147479,150397,152752,156932,160034,163658,163054,161574,163863,165797,168352,169478,171605,173393,173614
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",123740,123882,126116,128636,131047,135266,138351,141668,140595,138872,141203,143227,145837,147007,149122,150871,151066
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),649,639,681,676
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",4072 E,(D),4432,4259,4393 E,5057 E,5174 E,5801 E,5452 E,7017 E,6027 E,7587 E,8238 E,8026 E,8322,8284 E,8519 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,300,"22","   Utilities","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),941,(D)
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,400,"23","   Construction","Number of jobs",10300 E,9942 E,9605 E,9779 E,10437 E,11333 E,11201 E,11210 E,11651 E,10261 E,9996 E,9864 E,10723,10580 E,10939,11798,11844 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",(D),(D),(D),(D),(D),(D),(D),15349,(D),(D),(D),(D),15039,14860,14519,14624,15014
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",6083,5916 E,5885 E,6407 E,6349,6483,6381,6297 E,6123 E,5987 E,6027 E,6306 E,6468,6972,6290 E,6108 E,6113
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",18520,18579,18589,19030,19018,19358,19306,18989,18860,18363,18977,19103,19574,19988,20364 E,20257 E,19448 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),6330,6234
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,900,"51","   Information","Number of jobs",2770 E,2734 E,2795 E,2779 E,2158 E,2124 E,2073 E,(D),1958 E,1860 E,1852 E,1795 E,1740 E,1771,1636,1613,1552 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",7315 E,7129 E,7137 E,7246 E,7377 E,7690 E,9307 E,10319 E,10726 E,10329 E,11086 E,10743 E,10721,10279,10648,11121,11485
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",4140 E,4067 E,4247 E,4426 E,4672 E,4866 E,5261 E,5270,5359,5561,5569 E,5767 E,5728,5967,6207,6106,6125 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",5502 E,5558 E,5652 E,5884 E,6407 E,6290 E,6583 E,6684 E,6536 E,6519 E,6386 E,6359 E,6573 E,6777,7491 E,7544 E,7298 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",(D),(D),(D),(D),1032,973 E,933 E,1168 E,1341 E,1312 E,1316 E,1355 E,1315,1356,1455,1625,1507
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",5176 E,5428 E,6094 E,6854,7454 E,7459 E,6776 E,6596 E,6577 E,6168 E,6241 E,6183 E,6356 E,6707,6596,6416 E,6525 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1500,"61","   Educational services","Number of jobs",1016 E,1078 E,1104 E,1091 E,1228,1132,1201,1249,1319,(D),(D),(D),1430,1481 E,1445 E,1527,1544
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",14593 E,14826 E,15855 E,16012 E,15655 E,16064 E,16619 E,17144 E,17389 E,17302 E,17473 E,17568 E,16926 E,17678,17987,17288 E,17370 E
 "89108","Amarillo-Borger, TX (Combined Statistical Area)", ,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",2225 E,2281 E,2211 E,2253 E,2154 E,2383 E,2334 E,2504 E,2449 E,2532 E,2462 E,2506 E,2633 E,2626 E,2540 E,2490 E,2554 E
