County ID,State / County Name,All Ages in Poverty Count,Median Household Income in Dollars
22077,Pointe Coupee Parish (LA),"6,260","$19,602 "
22079,Rapides Parish (LA),"28,605","$21,424 "
22081,Red River Parish (LA),"2,954","$15,711 "
22083,Richland Parish (LA),"7,228","$15,599 "
22085,Sabine Parish (LA),"5,673","$19,068 "
22087,St. Bernard Parish (LA),"8,340","$24,413 "
22089,St. Charles Parish (LA),"5,342","$30,367 "
22091,St. Helena Parish (LA),"2,588","$16,401 "
22093,St. James Parish (LA),"3,800","$24,274 "
22095,St. John the Baptist Parish (LA),"5,810","$27,813 "
22097,St. Landry Parish (LA),"26,922","$17,527 "
22099,St. Martin Parish (LA),"10,176","$20,235 "
22101,St. Mary Parish (LA),"13,622","$20,995 "
22103,St. Tammany Parish (LA),"18,050","$31,727 "
22105,Tangipahoa Parish (LA),"25,290","$18,192 "
22107,Tensas Parish (LA),"3,361","$13,450 "
22109,Terrebonne Parish (LA),"19,119","$22,411 "
22111,Union Parish (LA),"4,439","$19,079 "
22113,Vermilion Parish (LA),"10,224","$20,911 "
22115,Vernon Parish (LA),"9,621","$19,166 "
22117,Washington Parish (LA),"13,190","$16,158 "
22119,Webster Parish (LA),"8,928","$20,529 "
22121,West Baton Rouge Parish (LA),"3,527","$24,482 "
22123,West Carroll Parish (LA),"3,810","$14,391 "
22125,West Feliciana Parish (LA),"2,986","$20,983 "
22127,Winn Parish (LA),"4,358","$17,682 "
23000,Maine,"129,011","$26,777 "
23001,Androscoggin County (ME),"11,288","$26,265 "
23003,Aroostook County (ME),"12,467","$22,767 "
23005,Cumberland County (ME),"18,869","$31,979 "
23007,Franklin County (ME),"3,405","$23,888 "
23009,Hancock County (ME),"5,184","$24,678 "
23011,Kennebec County (ME),"11,401","$27,852 "
23013,Knox County (ME),"4,301","$23,460 "
23015,Lincoln County (ME),"2,789","$26,510 "
23017,Oxford County (ME),"6,182","$23,313 "
23019,Penobscot County (ME),"16,646","$27,155 "
23021,Piscataquis County (ME),"2,286","$21,743 "
23023,Sagadahoc County (ME),"2,125","$31,785 "
23025,Somerset County (ME),"6,950","$21,863 "
23027,Waldo County (ME),"5,044","$21,424 "
23029,Washington County (ME),"7,051","$19,004 "
23031,York County (ME),"13,022","$30,947 "
24000,Maryland,"441,906","$36,415 "
24001,Allegany County (MD),"10,890","$23,129 "
24003,Anne Arundel County (MD),"22,559","$41,408 "
24005,Baltimore County (MD),"36,891","$36,791 "
24009,Calvert County (MD),"3,057","$44,004 "
24011,Caroline County (MD),"2,985","$24,556 "
24013,Carroll County (MD),"4,609","$39,440 "
24015,Cecil County (MD),"5,324","$33,132 "
24017,Charles County (MD),"6,240","$42,831 "
24019,Dorchester County (MD),"4,420","$21,677 "
24021,Frederick County (MD),"6,723","$39,443 "
24023,Garrett County (MD),"4,470","$22,446 "
24025,Harford County (MD),"8,450","$39,972 "
24027,Howard County (MD),"4,856","$54,261 "
24029,Kent County (MD),"1,643","$25,806 "
24031,Montgomery County (MD),"32,917","$52,687 "
24033,Prince George's County (MD),"44,150","$40,568 "
24035,Queen Anne's County (MD),"2,429","$34,565 "
24037,St. Mary's County (MD),"5,784","$35,832 "
24039,Somerset County (MD),"4,131","$19,443 "
24041,Talbot County (MD),"2,603","$29,865 "
24043,Washington County (MD),"10,636","$28,649 "
24045,Wicomico County (MD),"8,383","$27,442 "
24047,Worcester County (MD),"3,775","$25,015 "
24510,Baltimore City (MD),"203,979","$21,564 "
25000,Massachusetts,"498,524","$35,478 "
25001,Barnstable County (MA),"13,408","$28,409 "
25003,Berkshire County (MA),"11,014","$29,871 "
25005,Bristol County (MA),"48,543","$29,360 "
25007,Dukes County (MA),668,"$29,126 "
25009,Essex County (MA),"63,109","$36,967 "
25011,Franklin County (MA),"5,639","$28,738 "
25013,Hampden County (MA),"50,473","$31,319 "
25015,Hampshire County (MA),"9,547","$32,722 "
25017,Middlesex County (MA),"74,058","$41,553 "
25019,Nantucket County (MA),222,"$38,894 "
25021,Norfolk County (MA),"27,038","$43,860 "
25023,Plymouth County (MA),"28,952","$36,330 "
25025,Suffolk County (MA),"106,548","$25,227 "
25027,Worcester County (MA),"59,303","$35,208 "
26000,Michigan,"1,118,333","$31,067 "
26001,Alcona County (MI),"1,498","$17,563 "
26003,Alger County (MI),"1,134","$22,766 "
26005,Allegan County (MI),"8,030","$30,536 "
26007,Alpena County (MI),"4,120","$23,121 "
26009,Antrim County (MI),"2,132","$22,334 "
26011,Arenac County (MI),"2,534","$20,690 "
26013,Baraga County (MI),"1,084","$20,112 "
26015,Barry County (MI),"4,068","$28,849 "
26017,Bay County (MI),"13,613","$26,681 "
26019,Benzie County (MI),"1,428","$21,722 "
26021,Berrien County (MI),"23,655","$25,708 "
26023,Branch County (MI),"5,286","$24,680 "
26025,Calhoun County (MI),"18,765","$27,512 "
26027,Cass County (MI),"5,895","$26,217 "
26029,Charlevoix County (MI),"2,015","$24,658 "
26031,Cheboygan County (MI),"3,257","$20,960 "
26033,Chippewa County (MI),"5,210","$21,237 "
26035,Clare County (MI),"5,143","$17,618 "
26037,Clinton County (MI),"3,431","$35,610 "
26039,Crawford County (MI),"1,897","$19,929 "
26041,Delta County (MI),"4,839","$23,633 "
26043,Dickinson County (MI),"2,370","$24,600 "
26045,Eaton County (MI),"5,768","$35,885 "
26047,Emmet County (MI),"2,290","$26,853 "
26049,Genesee County (MI),"63,830","$28,885 "
26051,Gladwin County (MI),"3,581","$19,780 "
26053,Gogebic County (MI),"2,884","$18,567 "
26055,Grand Traverse County (MI),"4,934","$27,760 "
26057,Gratiot County (MI),"5,093","$24,482 "
26059,Hillsdale County (MI),"5,199","$24,990 "
26061,Houghton County (MI),"6,221","$20,157 "
26063,Huron County (MI),"4,518","$23,494 "
26065,Ingham County (MI),"35,408","$28,986 "
26067,Ionia County (MI),"5,383","$28,689 "
26069,Iosco County (MI),"3,620","$20,113 "
26071,Iron County (MI),"1,929","$18,163 "
26073,Isabella County (MI),"7,899","$26,611 "
26075,Jackson County (MI),"16,119","$27,484 "
26077,Kalamazoo County (MI),"22,601","$32,543 "
26079,Kalkaska County (MI),"1,849","$22,243 "
26081,Kent County (MI),"45,362","$31,516 "
26083,Keweenaw County (MI),232,"$16,263 "
26085,Lake County (MI),"2,273","$14,179 "
26087,Lapeer County (MI),"5,531","$34,493 "
26089,Leelanau County (MI),"1,582","$27,639 "
26091,Lenawee County (MI),"8,729","$29,788 "
26093,Livingston County (MI),"4,646","$43,576 "
26095,Luce County (MI),868,"$21,109 "
26097,Mackinac County (MI),"1,537","$19,939 "
26099,Macomb County (MI),"38,195","$37,399 "
26101,Manistee County (MI),"3,199","$21,598 "
26103,Marquette County (MI),"6,688","$26,201 "
26105,Mason County (MI),"3,680","$22,770 "
26107,Mecosta County (MI),"6,583","$22,754 "
26109,Menominee County (MI),"2,605","$23,864 "
26111,Midland County (MI),"6,451","$35,733 "
26113,Missaukee County (MI),"1,654","$22,409 "
26115,Monroe County (MI),"10,422","$34,274 "
26117,Montcalm County (MI),"6,497","$25,158 "
26119,Montmorency County (MI),"1,542","$16,374 "
26121,Muskegon County (MI),"23,740","$25,586 "
26123,Newaygo County (MI),"5,360","$24,113 "
26125,Oakland County (MI),"68,221","$42,077 "
26127,Oceana County (MI),"3,957","$22,349 "
26129,Ogemaw County (MI),"3,563","$18,030 "
26131,Ontonagon County (MI),"1,158","$22,399 "
26133,Osceola County (MI),"3,035","$21,850 "
26135,Oscoda County (MI),"1,439","$16,955 "
26137,Otsego County (MI),"1,521","$25,414 "
26139,Ottawa County (MI),"9,095","$36,149 "
26141,Presque Isle County (MI),"1,873","$20,711 "
26143,Roscommon County (MI),"2,960","$17,276 "
26145,Saginaw County (MI),"30,683","$27,695 "
26147,St. Clair County (MI),"14,805","$29,795 "
26149,St. Joseph County (MI),"6,359","$26,533 "
26151,Sanilac County (MI),"5,475","$23,313 "
26153,Schoolcraft County (MI),"1,227","$20,411 "
26155,Shiawassee County (MI),"6,627","$29,016 "
26157,Tuscola County (MI),"6,091","$27,023 "
26159,Van Buren County (MI),"10,699","$24,673 "
26161,Washtenaw County (MI),"21,463","$37,298 "
26163,Wayne County (MI),"406,504","$27,554 "
26165,Wexford County (MI),"3,671","$23,841 "
27000,Minnesota,"414,214","$30,536 "
27001,Aitkin County (MN),"2,390","$18,029 "
27003,Anoka County (MN),"11,822","$38,707 "
27005,Becker County (MN),"5,107","$21,253 "
27007,Beltrami County (MN),"6,728","$21,221 "
27009,Benton County (MN),"2,946","$26,877 "
27011,Big Stone County (MN),939,"$20,494 "
27013,Blue Earth County (MN),"5,891","$26,516 "
27015,Brown County (MN),"2,172","$27,152 "
27017,Carlton County (MN),"3,107","$25,951 "
27019,Carver County (MN),"1,863","$39,391 "
27021,Cass County (MN),"4,739","$18,099 "
27023,Chippewa County (MN),"1,744","$24,159 "
27025,Chisago County (MN),"2,064","$32,004 "
27027,Clay County (MN),"6,921","$25,908 "
27029,Clearwater County (MN),"1,982","$17,697 "
27031,Cook County (MN),362,"$23,941 "
27033,Cottonwood County (MN),"1,400","$24,082 "
27035,Crow Wing County (MN),"6,242","$22,771 "
27037,Dakota County (MN),"10,314","$41,750 "
27039,Dodge County (MN),"1,271","$30,884 "
27041,Douglas County (MN),"3,440","$23,566 "
27043,Faribault County (MN),"1,990","$23,676 "
27045,Fillmore County (MN),"2,630","$23,166 "
27047,Freeborn County (MN),"3,243","$26,172 "
27049,Goodhue County (MN),"2,859","$30,749 "
27051,Grant County (MN),801,"$21,351 "
27053,Hennepin County (MN),"97,293","$35,438 "
27055,Houston County (MN),"1,582","$26,881 "
27057,Hubbard County (MN),"2,750","$19,554 "
27059,Isanti County (MN),"2,153","$31,558 "
27061,Itasca County (MN),"5,852","$24,781 "
27063,Jackson County (MN),"1,662","$24,800 "
27065,Kanabec County (MN),"1,835","$22,855 "
27067,Kandiyohi County (MN),"4,913","$26,310 "
27069,Kittson County (MN),705,"$25,041 "
27071,Koochiching County (MN),"2,301","$24,066 "
27073,Lac qui Parle County (MN),974,"$22,485 "
27075,Lake County (MN),858,"$22,709 "
27077,Lake of the Woods County (MN),493,"$22,583 "
27079,Le Sueur County (MN),"1,977","$27,535 "
27081,Lincoln County (MN),"1,137","$19,323 "
27083,Lyon County (MN),"2,535","$26,385 "
27085,McLeod County (MN),"2,154","$29,691 "
27087,Mahnomen County (MN),"1,165","$18,642 "
27089,Marshall County (MN),"1,508","$22,204 "
27091,Martin County (MN),"2,255","$26,126 "
27093,Meeker County (MN),"2,407","$24,556 "
27095,Mille Lacs County (MN),"2,213","$23,034 "
27097,Morrison County (MN),"4,942","$22,025 "
27099,Mower County (MN),"4,005","$24,471 "
27101,Murray County (MN),"1,146","$23,816 "
27103,Nicollet County (MN),"2,292","$30,653 "
27105,Nobles County (MN),"2,101","$25,847 "
27107,Norman County (MN),"1,391","$22,460 "
27109,Olmsted County (MN),"6,048","$36,606 "
27111,Otter Tail County (MN),"7,279","$22,428 "
27113,Pennington County (MN),"1,771","$22,471 "
27115,Pine County (MN),"3,466","$21,739 "
27117,Pipestone County (MN),"1,283","$22,704 "
27119,Polk County (MN),"5,559","$23,139 "
27121,Pope County (MN),"1,566","$20,152 "
27123,Ramsey County (MN),"48,867","$30,990 "
27125,Red Lake County (MN),677,"$20,517 "
27127,Redwood County (MN),"1,864","$24,894 "
27129,Renville County (MN),"2,384","$24,971 "
27131,Rice County (MN),"3,596","$29,962 "
27133,Rock County (MN),974,"$25,758 "
27135,Roseau County (MN),"1,314","$27,633 "
27137,St. Louis County (MN),"24,351","$25,930 "
27139,Scott County (MN),"2,237","$39,457 "
27141,Sherburne County (MN),"2,411","$36,229 "
27143,Sibley County (MN),"1,459","$25,436 "
27145,Stearns County (MN),"11,504","$27,554 "
27147,Steele County (MN),"2,034","$30,049 "
27149,Stevens County (MN),"1,290","$25,282 "
27151,Swift County (MN),"1,481","$21,695 "
27153,Todd County (MN),"4,256","$20,506 "
27155,Traverse County (MN),662,"$22,155 "
27157,Wabasha County (MN),"1,541","$27,539 "
27159,Wadena County (MN),"2,412","$19,629 "
27161,Waseca County (MN),"1,514","$27,971 "
27163,Washington County (MN),"6,146","$46,127 "
27165,Watonwan County (MN),"1,311","$23,723 "
27167,Wilkin County (MN),"1,007","$23,445 "
27169,Winona County (MN),"4,431","$26,768 "
27171,Wright County (MN),"4,280","$33,780 "
27173,Yellow Medicine County (MN),"1,671","$22,666 "
28000,Mississippi,"626,022","$19,874 "
28001,Adams County (MS),"10,702","$16,634 "
28003,Alcorn County (MS),"6,012","$20,892 "
28005,Amite County (MS),"3,700","$15,952 "
28007,Attala County (MS),"5,679","$14,438 "
28009,Benton County (MS),"2,283","$16,530 "
28011,Bolivar County (MS),"18,898","$14,076 "
28013,Calhoun County (MS),"3,189","$16,957 "
28015,Carroll County (MS),"2,685","$15,443 "
28017,Chickasaw County (MS),"3,309","$18,222 "
28019,Choctaw County (MS),"2,597","$15,770 "
28021,Claiborne County (MS),"4,221","$14,950 "
28023,Clarke County (MS),"3,446","$18,999 "
28025,Clay County (MS),"4,763","$19,937 "
28027,Coahoma County (MS),"14,896","$13,595 "
28029,Copiah County (MS),"8,000","$15,773 "
28031,Covington County (MS),"4,380","$15,826 "
28033,De Soto County (MS),"7,539","$30,668 "
28035,Forrest County (MS),"15,372","$18,562 "
28037,Franklin County (MS),"2,381","$16,268 "
28039,George County (MS),"3,170","$21,313 "
28041,Greene County (MS),"2,658","$16,522 "
28043,Grenada County (MS),"4,579","$20,420 "
28045,Hancock County (MS),"6,935","$21,522 "
28047,Harrison County (MS),"31,686","$21,321 "
28049,Hinds County (MS),"59,074","$22,137 "
28051,Holmes County (MS),"12,291","$9,500 "
28053,Humphreys County (MS),"5,602","$11,105 "
28055,Issaquena County (MS),878,"$14,780 "
28057,Itawamba County (MS),"2,446","$21,726 "
28059,Jackson County (MS),"17,905","$26,310 "
28061,Jasper County (MS),"4,666","$15,865 "
28063,Jefferson County (MS),"3,375","$12,919 "
28065,Jefferson Davis County (MS),"4,573","$14,797 "
28067,Jones County (MS),"13,015","$19,810 "
28069,Kemper County (MS),"3,362","$13,675 "
28071,Lafayette County (MS),"5,867","$19,772 "
28073,Lamar County (MS),"5,655","$24,216 "
28075,Lauderdale County (MS),"16,514","$20,577 "
28077,Lawrence County (MS),"2,628","$18,233 "
28079,Leake County (MS),"5,268","$14,802 "
28081,Lee County (MS),"8,936","$23,577 "
28083,Leflore County (MS),"14,101","$15,770 "
28085,Lincoln County (MS),"6,753","$19,039 "
28087,Lowndes County (MS),"11,999","$21,940 "
28089,Madison County (MS),"13,175","$21,834 "
28091,Marion County (MS),"7,532","$15,680 "
28093,Marshall County (MS),"8,615","$17,078 "
28095,Monroe County (MS),"6,422","$19,822 "
28097,Montgomery County (MS),"3,685","$14,679 "
28099,Neshoba County (MS),"5,774","$17,917 "
28101,Newton County (MS),"4,228","$18,466 "
28103,Noxubee County (MS),"5,066","$12,934 "
28105,Oktibbeha County (MS),"9,285","$19,726 "
28107,Panola County (MS),"8,812","$16,191 "
28109,Pearl River County (MS),"8,850","$19,310 "
28111,Perry County (MS),"2,788","$17,948 "
28113,Pike County (MS),"11,319","$15,548 "
28115,Pontotoc County (MS),"3,080","$21,010 "
28117,Prentiss County (MS),"4,351","$18,450 "
28119,Quitman County (MS),"4,943","$11,764 "
28121,Rankin County (MS),"9,216","$29,150 "
28123,Scott County (MS),"6,196","$16,703 "
28125,Sharkey County (MS),"3,564","$12,195 "
28127,Simpson County (MS),"5,029","$18,731 "
28129,Smith County (MS),"3,408","$18,103 "
28131,Stone County (MS),"2,462","$18,889 "
28133,Sunflower County (MS),"14,914","$13,394 "
28135,Tallahatchie County (MS),"6,790","$11,743 "
28137,Tate County (MS),"4,539","$20,639 "
28139,Tippah County (MS),"3,757","$18,209 "
28141,Tishomingo County (MS),"2,941","$18,618 "
28143,Tunica County (MS),"4,600","$9,749 "
28145,Union County (MS),"3,384","$21,365 "
28147,Walthall County (MS),"4,954","$14,472 "
28149,Warren County (MS),"10,094","$23,860 "
28151,Washington County (MS),"24,382","$16,793 "
28153,Wayne County (MS),"6,101","$17,096 "
28155,Webster County (MS),"2,037","$17,905 "
28157,Wilkinson County (MS),"3,763","$12,842 "
28159,Winston County (MS),"4,858","$18,554 "
28161,Yalobusha County (MS),"2,949","$16,718 "
28163,Yazoo County (MS),"10,172","$15,119 "
29000,Missouri,"659,229","$26,333 "
29001,Adair County (MO),"3,841","$21,049 "
29003,Andrew County (MO),"1,435","$25,350 "
29005,Atchison County (MO),"1,007","$19,967 "
29007,Audrain County (MO),"2,762","$24,036 "
29009,Barry County (MO),"4,163","$18,969 "
29011,Barton County (MO),"1,622","$20,451 "
29013,Bates County (MO),"2,279","$20,693 "
29015,Benton County (MO),"2,553","$16,291 "
29017,Bollinger County (MO),"1,998","$17,210 "
29019,Boone County (MO),"12,183","$28,824 "
29021,Buchanan County (MO),"10,914","$24,288 "
29023,Butler County (MO),"9,595","$17,170 "
29025,Caldwell County (MO),"1,133","$19,111 "
29027,Callaway County (MO),"3,309","$26,556 "
29029,Camden County (MO),"3,482","$20,748 "
29031,Cape Girardeau County (MO),"6,642","$25,757 "
29033,Carroll County (MO),"1,689","$20,628 "
29035,Carter County (MO),"1,501","$13,759 "
29037,Cass County (MO),"4,782","$31,679 "
29039,Cedar County (MO),"2,213","$16,145 "
29041,Chariton County (MO),"1,318","$20,593 "
29043,Christian County (MO),"3,126","$25,781 "
29045,Clark County (MO),"1,259","$20,145 "
29047,Clay County (MO),"7,992","$35,092 "
29049,Clinton County (MO),"1,436","$26,752 "
29051,Cole County (MO),"4,063","$31,788 "
29053,Cooper County (MO),"1,724","$22,613 "
29055,Crawford County (MO),"3,409","$19,590 "
29057,Dade County (MO),"1,086","$18,863 "
29059,Dallas County (MO),"2,400","$16,627 "
29061,Daviess County (MO),"1,459","$18,206 "
29063,DeKalb County (MO),"1,442","$21,680 "
29065,Dent County (MO),"2,980","$17,784 "
29067,Douglas County (MO),"2,961","$15,225 "
29069,Dunklin County (MO),"9,143","$16,989 "
29071,Franklin County (MO),"6,669","$29,114 "
29073,Gasconade County (MO),"1,362","$22,241 "
29075,Gentry County (MO),"1,049","$17,400 "
29077,Greene County (MO),"26,446","$24,764 "
29079,Grundy County (MO),"1,799","$19,225 "
29081,Harrison County (MO),"1,619","$17,086 "
29083,Henry County (MO),"3,070","$19,421 "
29085,Hickory County (MO),"1,630","$13,223 "
29087,Holt County (MO),913,"$18,981 "
29089,Howard County (MO),"1,326","$20,446 "
29091,Howell County (MO),"6,936","$16,572 "
29093,Iron County (MO),"2,252","$17,639 "
29095,Jackson County (MO),"85,043","$27,200 "
29097,Jasper County (MO),"13,452","$21,544 "
29099,Jefferson County (MO),"11,566","$32,713 "
29101,Johnson County (MO),"4,482","$23,919 "
29103,Knox County (MO),937,"$16,261 "
29105,Laclede County (MO),"4,048","$19,553 "
29107,Lafayette County (MO),"3,247","$25,053 "
29109,Lawrence County (MO),"4,594","$19,785 "
29111,Lewis County (MO),"1,448","$20,245 "
29113,Lincoln County (MO),"2,570","$27,680 "
29115,Linn County (MO),"1,861","$18,954 "
29117,Livingston County (MO),"2,120","$21,704 "
29119,McDonald County (MO),"3,388","$17,714 "
29121,Macon County (MO),"1,767","$21,643 "
29123,Madison County (MO),"2,264","$16,801 "
29125,Maries County (MO),"1,164","$19,867 "
29127,Marion County (MO),"3,932","$22,633 "
29129,Mercer County (MO),780,"$16,591 "
29131,Miller County (MO),"3,263","$19,892 "
29133,Mississippi County (MO),"4,127","$16,879 "
29135,Moniteau County (MO),"1,184","$23,241 "
29137,Monroe County (MO),"1,177","$21,739 "
29139,Montgomery County (MO),"1,492","$20,471 "
29141,Morgan County (MO),"2,628","$17,443 "
29143,New Madrid County (MO),"5,471","$18,414 "
29145,Newton County (MO),"6,068","$22,744 "
29147,Nodaway County (MO),"3,039","$22,026 "
29149,Oregon County (MO),"2,877","$13,008 "
29151,Osage County (MO),"1,106","$24,929 "
29153,Ozark County (MO),"2,187","$14,379 "
29155,Pemiscot County (MO),"8,100","$15,399 "
29157,Perry County (MO),"1,526","$23,791 "
29159,Pettis County (MO),"4,769","$22,543 "
29161,Phelps County (MO),"5,229","$22,271 "
29163,Pike County (MO),"2,613","$21,151 "
29165,Platte County (MO),"2,471","$39,961 "
29167,Polk County (MO),"3,384","$19,001 "
29169,Pulaski County (MO),"4,892","$22,731 "
29171,Putnam County (MO),982,"$15,473 "
29173,Ralls County (MO),998,"$23,738 "
29175,Randolph County (MO),"3,566","$22,132 "
29177,Ray County (MO),"2,120","$26,594 "
29179,Reynolds County (MO),"1,745","$15,872 "
29181,Ripley County (MO),"4,269","$12,531 "
29183,St. Charles County (MO),"8,407","$41,555 "
29185,St. Clair County (MO),"1,876","$15,305 "
29186,Ste. Genevieve County (MO),"1,315","$27,177 "
29187,St. Francois County (MO),"7,555","$21,116 "
29189,St. Louis County (MO),"56,871","$38,596 "
29195,Saline County (MO),"2,974","$21,462 "
29197,Schuyler County (MO),825,"$16,537 "
29199,Scotland County (MO),"1,040","$15,915 "
29201,Scott County (MO),"6,953","$22,080 "
29203,Shannon County (MO),"2,449","$13,648 "
29205,Shelby County (MO),"1,045","$19,361 "
29207,Stoddard County (MO),"5,236","$19,770 "
29209,Stone County (MO),"2,998","$19,036 "
29211,Sullivan County (MO),"1,286","$15,809 "
29213,Taney County (MO),"3,374","$19,293 "
29215,Texas County (MO),"4,442","$16,664 "
29217,Vernon County (MO),"2,955","$19,742 "
29219,Warren County (MO),"1,457","$27,913 "
29221,Washington County (MO),"4,993","$18,829 "
29223,Wayne County (MO),"3,174","$12,959 "
29225,Webster County (MO),"3,309","$20,834 "
29227,Worth County (MO),499,"$15,099 "
29229,Wright County (MO),"3,871","$16,363 "
29510,St. Louis City (MO),"120,402","$18,335 "
30000,Montana,"118,434","$23,242 "
30001,Beaverhead County (MT),"1,379","$21,038 "
30003,Big Horn County (MT),"3,705","$18,866 "
30005,Blaine County (MT),"1,862","$19,492 "
30007,Broadwater County (MT),497,"$21,576 "
30009,Carbon County (MT),"1,386","$20,448 "
30011,Carter County (MT),292,"$17,414 "
30013,Cascade County (MT),"9,585","$25,005 "
30015,Chouteau County (MT),725,"$28,019 "
30017,Custer County (MT),"1,740","$21,909 "
30019,Daniels County (MT),263,"$21,407 "
30021,Dawson County (MT),"1,177","$23,126 "
30023,Deer Lodge County (MT),"1,630","$19,362 "
30025,Fallon County (MT),391,"$23,862 "
30027,Fergus County (MT),"1,752","$20,672 "
30029,Flathead County (MT),"8,278","$23,502 "
30031,Gallatin County (MT),"6,452","$24,367 "
30033,Garfield County (MT),235,"$19,537 "
30035,Glacier County (MT),"3,858","$17,650 "
30037,Golden Valley County (MT),140,"$15,623 "
30039,Granite County (MT),490,"$19,282 "
30041,Hill County (MT),"3,100","$23,492 "
30043,Jefferson County (MT),644,"$28,935 "
30045,Judith Basin County (MT),321,"$20,767 "
30047,Lake County (MT),"4,788","$18,817 "
30049,Lewis and Clark County (MT),"5,028","$27,199 "
30051,Liberty County (MT),256,"$23,748 "
30053,Lincoln County (MT),"2,648","$23,720 "
30055,McCone County (MT),397,"$20,140 "
30057,Madison County (MT),818,"$20,827 "
30059,Meagher County (MT),334,"$16,731 "
30061,Mineral County (MT),481,"$21,469 "
30063,Missoula County (MT),"11,286","$24,495 "
30065,Musselshell County (MT),724,"$17,143 "
30067,Park County (MT),"2,169",NA
30069,Petroleum County (MT),49,"$17,207 "
30071,Phillips County (MT),915,"$21,793 "
30073,Pondera County (MT),"1,141","$24,440 "
30075,Powder River County (MT),228,"$22,557 "
30077,Powell County (MT),899,"$22,582 "
30079,Prairie County (MT),246,"$18,447 "
30081,Ravalli County (MT),"4,310","$20,132 "
30083,Richland County (MT),"1,439","$27,078 "
30085,Roosevelt County (MT),"2,443","$20,230 "
30087,Rosebud County (MT),"1,962","$30,468 "
30089,Sanders County (MT),"1,487","$18,740 "
30091,Sheridan County (MT),587,"$21,927 "
30093,Silver Bow County (MT),"5,044","$22,288 "
30095,Stillwater County (MT),762,"$23,384 "
30097,Sweet Grass County (MT),440,"$19,286 "
30099,Teton County (MT),836,"$21,726 "
30101,Toole County (MT),650,"$22,869 "
30103,Treasure County (MT),147,"$20,086 "
30105,Valley County (MT),"1,371","$23,138 "
30107,Wheatland County (MT),350,"$17,876 "
30109,Wibaux County (MT),205,"$18,912 "
30111,Yellowstone County (MT),"14,091","$26,412 "
30113,Yellowstone National Park (MT),NA,NA
31000,Nebraska,"173,034","$25,258 "
31001,Adams County (NE),"2,897","$25,957 "
31003,Antelope County (NE),"1,324","$20,198 "
31005,Arthur County (NE),54,"$20,969 "
31007,Banner County (NE),104,"$25,317 "
31009,Blaine County (NE),117,"$20,426 "
31011,Boone County (NE),926,"$21,840 "
31013,Box Butte County (NE),"1,171","$31,555 "
31015,Boyd County (NE),521,"$17,528 "
31017,Brown County (NE),553,"$20,178 "
31019,Buffalo County (NE),"4,106","$26,108 "
31021,Burt County (NE),"1,169","$21,296 "
31023,Butler County (NE),897,"$23,811 "
31025,Cass County (NE),"1,722","$28,742 "
31027,Cedar County (NE),"1,388","$21,377 "
31029,Chase County (NE),563,"$23,572 "
31031,Cherry County (NE),992,"$22,109 "
31033,Cheyenne County (NE),"1,165","$26,517 "
31035,Clay County (NE),804,"$26,315 "
31037,Colfax County (NE),971,"$23,056 "
31039,Cuming County (NE),998,"$26,692 "
31041,Custer County (NE),"1,818","$22,178 "
31043,Dakota County (NE),"1,845","$25,445 "
31045,Dawes County (NE),"1,676","$20,749 "
31047,Dawson County (NE),"2,304","$27,245 "
31049,Deuel County (NE),196,"$24,429 "
31051,Dixon County (NE),876,"$21,646 "
31053,Dodge County (NE),"3,487","$26,472 "
31055,Douglas County (NE),"48,584","$29,826 "
31057,Dundy County (NE),310,"$22,610 "
31059,Fillmore County (NE),626,"$27,734 "
31061,Franklin County (NE),515,"$20,584 "
31063,Frontier County (NE),469,"$22,962 "
31065,Furnas County (NE),756,"$19,829 "
31067,Gage County (NE),"2,613","$23,890 "
31069,Garden County (NE),274,"$20,005 "
31071,Garfield County (NE),304,"$18,790 "
31073,Gosper County (NE),153,"$26,464 "
31075,Grant County (NE),78,"$22,968 "
31077,Greeley County (NE),531,"$18,460 "
31079,Hall County (NE),"5,010","$27,424 "
31081,Hamilton County (NE),793,"$29,141 "
31083,Harlan County (NE),597,"$21,835 "
31085,Hayes County (NE),183,"$23,416 "
31087,Hitchcock County (NE),443,"$22,074 "
31089,Holt County (NE),"2,048","$21,717 "
31091,Hooker County (NE),108,"$19,145 "
31093,Howard County (NE),733,"$23,147 "
31095,Jefferson County (NE),"1,081","$22,181 "
31097,Johnson County (NE),567,"$20,355 "
31099,Kearney County (NE),576,"$27,392 "
31101,Keith County (NE),906,"$23,946 "
31103,Keya Paha County (NE),161,"$19,327 "
31105,Kimball County (NE),530,"$25,184 "
31107,Knox County (NE),"1,773","$18,879 "
31109,Lancaster County (NE),"20,788","$28,923 "
31111,Lincoln County (NE),"3,695","$26,845 "
31113,Logan County (NE),114,"$21,390 "
31115,Loup County (NE),91,"$19,014 "
31117,McPherson County (NE),71,"$21,793 "
31119,Madison County (NE),"3,091","$26,060 "
31121,Merrick County (NE),742,"$26,200 "
31123,Morrill County (NE),"1,035","$20,900 "
31125,Nance County (NE),581,"$21,861 "
31127,Nemaha County (NE),"1,015","$23,392 "
31129,Nuckolls County (NE),679,"$22,650 "
31131,Otoe County (NE),"1,502","$24,954 "
31133,Pawnee County (NE),537,"$18,258 "
31135,Perkins County (NE),309,"$26,348 "
31137,Phelps County (NE),784,"$28,551 "
31139,Pierce County (NE),971,"$23,982 "
