County ID,State / County Name,All Ages in Poverty Count,Median Household Income in Dollars
42113,Sullivan County (PA),533,"$22,450 "
42115,Susquehanna County (PA),"4,310","$24,367 "
42117,Tioga County (PA),"5,457","$22,650 "
42119,Union County (PA),"2,716","$29,756 "
42121,Venango County (PA),"7,375","$24,430 "
42123,Warren County (PA),"3,943","$26,663 "
42125,Washington County (PA),"23,656","$25,521 "
42127,Wayne County (PA),"3,598","$23,914 "
42129,Westmoreland County (PA),"37,810","$25,689 "
42131,Wyoming County (PA),"2,709","$26,941 "
42133,York County (PA),"18,636","$32,176 "
44000,Rhode Island,"93,348","$30,983 "
44001,Bristol County (RI),"2,496","$36,828 "
44003,Kent County (RI),"7,853","$33,233 "
44005,Newport County (RI),"5,607","$33,675 "
44007,Providence County (RI),"70,664","$27,985 "
44009,Washington County (RI),"6,727","$35,028 "
45000,South Carolina,"523,312","$24,814 "
45001,Abbeville County (SC),"3,590","$22,260 "
45003,Aiken County (SC),"14,203","$30,517 "
45005,Allendale County (SC),"3,761","$15,824 "
45007,Anderson County (SC),"16,549","$26,050 "
45009,Bamberg County (SC),"4,786","$17,526 "
45011,Barnwell County (SC),"4,205","$21,379 "
45013,Beaufort County (SC),"11,367","$26,827 "
45015,Berkeley County (SC),"14,552","$29,158 "
45017,Calhoun County (SC),"2,575","$20,680 "
45019,Charleston County (SC),"51,017","$25,371 "
45021,Cherokee County (SC),"5,337","$24,175 "
45023,Chester County (SC),"5,179","$21,193 "
45025,Chesterfield County (SC),"7,042","$20,618 "
45027,Clarendon County (SC),"9,001","$16,637 "
45029,Colleton County (SC),"8,250","$18,992 "
45031,Darlington County (SC),"13,850","$21,330 "
45033,Dillon County (SC),"8,929","$17,167 "
45035,Dorchester County (SC),"8,862","$29,393 "
45037,Edgefield County (SC),"3,457","$21,924 "
45039,Fairfield County (SC),"4,271","$19,880 "
45041,Florence County (SC),"23,826","$23,679 "
45043,Georgetown County (SC),"9,172","$22,112 "
45045,Greenville County (SC),"32,511","$29,650 "
45047,Greenwood County (SC),"8,329","$23,872 "
45049,Hampton County (SC),"4,330","$18,505 "
45051,Horry County (SC),"24,976","$21,306 "
45053,Jasper County (SC),"3,858","$17,540 "
45055,Kershaw County (SC),"5,389","$25,149 "
45057,Lancaster County (SC),"7,099","$25,262 "
45059,Laurens County (SC),"6,934","$23,339 "
45061,Lee County (SC),"5,802","$17,945 "
45063,Lexington County (SC),"13,435","$32,115 "
45065,McCormick County (SC),"1,720","$18,196 "
45067,Marion County (SC),"9,122","$17,238 "
45069,Marlboro County (SC),"7,146","$17,248 "
45071,Newberry County (SC),"4,612","$22,367 "
45073,Oconee County (SC),"5,857","$25,532 "
45075,Orangeburg County (SC),"22,142","$18,839 "
45077,Pickens County (SC),"8,113","$26,644 "
45079,Richland County (SC),"40,655","$26,387 "
45081,Saluda County (SC),"2,698","$21,098 "
45083,Spartanburg County (SC),"26,684","$25,629 "
45085,Sumter County (SC),"21,312","$21,468 "
45087,Union County (SC),"3,938","$21,905 "
45089,Williamsburg County (SC),"10,995","$17,797 "
45091,York County (SC),"11,877","$29,502 "
46000,South Dakota,"100,950","$22,186 "
46003,Aurora County (SD),461,"$18,938 "
46005,Beadle County (SD),"2,060","$23,266 "
46007,Bennett County (SD),"1,136","$16,797 "
46009,Bon Homme County (SD),"1,056","$19,595 "
46011,Brookings County (SD),"3,148","$23,827 "
46013,Brown County (SD),"4,160","$24,833 "
46015,Brule County (SD),"1,023","$22,036 "
46017,Buffalo County (SD),655,"$14,183 "
46019,Butte County (SD),"1,316","$19,876 "
46021,Campbell County (SD),310,"$18,069 "
46023,Charles Mix County (SD),"2,417","$18,872 "
46025,Clark County (SD),689,"$19,242 "
46027,Clay County (SD),"2,256","$21,071 "
46029,Codington County (SD),"2,472","$24,083 "
46031,Corson County (SD),"1,737","$16,758 "
46033,Custer County (SD),788,"$22,765 "
46035,Davison County (SD),"2,287","$22,428 "
46037,Day County (SD),"1,394","$18,185 "
46039,Deuel County (SD),792,"$18,861 "
46041,Dewey County (SD),"1,984","$17,746 "
46043,Douglas County (SD),589,"$19,566 "
46045,Edmunds County (SD),619,"$19,851 "
46047,Fall River County (SD),"1,164","$21,055 "
46049,Faulk County (SD),370,"$19,689 "
46051,Grant County (SD),900,"$23,758 "
46053,Gregory County (SD),"1,165","$16,957 "
46055,Haakon County (SD),281,"$24,597 "
46057,Hamlin County (SD),677,"$19,885 "
46059,Hand County (SD),715,"$20,841 "
46061,Hanson County (SD),598,"$19,369 "
46063,Harding County (SD),243,"$22,331 "
46065,Hughes County (SD),"1,345","$27,884 "
46067,Hutchinson County (SD),"1,159","$20,052 "
46069,Hyde County (SD),249,"$20,691 "
46071,Jackson County (SD),894,"$19,411 "
46073,Jerauld County (SD),335,"$19,975 "
46075,Jones County (SD),137,"$22,742 "
46077,Kingsbury County (SD),656,"$21,521 "
46079,Lake County (SD),"1,258","$22,721 "
46081,Lawrence County (SD),"2,374","$23,933 "
46083,Lincoln County (SD),"1,175","$28,227 "
46085,Lyman County (SD),949,"$21,054 "
46087,McCook County (SD),765,"$20,978 "
46089,McPherson County (SD),473,"$18,073 "
46091,Marshall County (SD),748,"$19,833 "
46093,Meade County (SD),"2,061","$24,613 "
46095,Mellette County (SD),811,"$16,773 "
46097,Miner County (SD),531,"$18,061 "
46099,Minnehaha County (SD),"10,061","$28,506 "
46101,Moody County (SD),788,"$24,084 "
46103,Pennington County (SD),"10,146","$24,859 "
46105,Perkins County (SD),616,"$21,482 "
46107,Potter County (SD),467,"$20,864 "
46109,Roberts County (SD),"2,492","$17,768 "
46111,Sanborn County (SD),533,"$16,882 "
46113,Shannon County (SD),"6,417","$12,501 "
46115,Spink County (SD),"1,109","$21,996 "
46117,Stanley County (SD),327,"$24,264 "
46119,Sully County (SD),160,"$25,116 "
46121,Todd County (SD),"4,500","$14,080 "
46123,Tripp County (SD),"1,375","$19,976 "
46125,Turner County (SD),"1,019","$21,570 "
46127,Union County (SD),"1,291","$23,058 "
46129,Walworth County (SD),"1,030","$20,699 "
46135,Yankton County (SD),"2,006","$24,483 "
46137,Ziebach County (SD),"1,230","$14,434 "
47000,Tennessee,"750,651","$23,898 "
47001,Anderson County (TN),"9,265","$27,449 "
47003,Bedford County (TN),"3,784","$23,805 "
47005,Benton County (TN),"2,424","$19,121 "
47007,Bledsoe County (TN),"1,951","$19,372 "
47009,Blount County (TN),"10,433","$25,043 "
47011,Bradley County (TN),"8,845","$26,468 "
47013,Campbell County (TN),"9,666","$16,478 "
47015,Cannon County (TN),"1,356","$21,611 "
47017,Carroll County (TN),"3,884","$20,708 "
47019,Carter County (TN),"9,736","$19,649 "
47021,Cheatham County (TN),"2,339","$28,551 "
47023,Chester County (TN),"2,538","$20,208 "
47025,Claiborne County (TN),"6,358","$16,401 "
47027,Clay County (TN),"1,460","$15,811 "
47029,Cocke County (TN),"7,209","$16,900 "
47031,Coffee County (TN),"5,352","$25,651 "
47033,Crockett County (TN),"2,339","$19,871 "
47035,Cumberland County (TN),"6,258","$19,293 "
47037,Davidson County (TN),"68,343","$28,086 "
47039,Decatur County (TN),"1,630","$18,301 "
47041,DeKalb County (TN),"2,458","$19,195 "
47043,Dickson County (TN),"4,330","$24,663 "
47045,Dyer County (TN),"5,444","$23,172 "
47047,Fayette County (TN),"7,657","$18,864 "
47049,Fentress County (TN),"4,694","$12,874 "
47051,Franklin County (TN),"4,892","$23,891 "
47053,Gibson County (TN),"7,336","$21,793 "
47055,Giles County (TN),"3,787","$22,909 "
47057,Grainger County (TN),"3,272","$18,407 "
47059,Greene County (TN),"8,472","$21,586 "
47061,Grundy County (TN),"3,584","$16,432 "
47063,Hamblen County (TN),"7,029","$23,841 "
47065,Hamilton County (TN),"41,133","$25,829 "
47067,Hancock County (TN),"2,591","$11,652 "
47069,Hardeman County (TN),"5,340","$18,046 "
47071,Hardin County (TN),"5,124","$18,433 "
47073,Hawkins County (TN),"7,354","$23,680 "
47075,Haywood County (TN),"5,775","$16,333 "
47077,Henderson County (TN),"3,323","$21,373 "
47079,Henry County (TN),"4,363","$19,671 "
47081,Hickman County (TN),"2,082","$21,765 "
47083,Houston County (TN),959,"$19,390 "
47085,Humphreys County (TN),"1,784","$23,558 "
47087,Jackson County (TN),"1,741","$17,218 "
47089,Jefferson County (TN),"5,177","$21,859 "
47091,Johnson County (TN),"3,468","$15,139 "
47093,Knox County (TN),"45,413","$27,300 "
47095,Lake County (TN),"1,970","$15,570 "
47097,Lauderdale County (TN),"4,935","$18,820 "
47099,Lawrence County (TN),"5,189","$21,324 "
47101,Lewis County (TN),"1,778","$18,455 "
47103,Lincoln County (TN),"3,735","$22,556 "
47105,Loudon County (TN),"3,524","$24,509 "
47107,McMinn County (TN),"6,242","$24,135 "
47109,McNairy County (TN),"3,984","$19,339 "
47111,Macon County (TN),"2,535","$20,658 "
47113,Madison County (TN),"13,131","$23,372 "
47115,Marion County (TN),"4,396","$21,411 "
47117,Marshall County (TN),"2,324","$23,972 "
47119,Maury County (TN),"7,155","$24,013 "
47121,Meigs County (TN),"1,184","$22,069 "
47123,Monroe County (TN),"5,499","$19,605 "
47125,Montgomery County (TN),"11,993","$24,980 "
47127,Moore County (TN),458,"$27,549 "
47129,Morgan County (TN),"3,421","$18,715 "
47131,Obion County (TN),"4,584","$24,076 "
47133,Overton County (TN),"3,414","$18,271 "
47135,Perry County (TN),957,"$19,053 "
47137,Pickett County (TN),"1,124","$14,558 "
47139,Polk County (TN),"2,090","$20,117 "
47141,Putnam County (TN),"6,810","$22,838 "
47143,Rhea County (TN),"4,394","$20,538 "
47145,Roane County (TN),"7,001","$23,413 "
47147,Robertson County (TN),"4,747","$26,594 "
47149,Rutherford County (TN),"10,605","$30,230 "
47151,Scott County (TN),"5,501","$16,148 "
47153,Sequatchie County (TN),"1,712","$19,564 "
47155,Sevier County (TN),"6,690","$22,910 "
47157,Shelby County (TN),"161,677","$26,348 "
47159,Smith County (TN),"1,731","$24,050 "
47161,Stewart County (TN),"1,282","$20,326 "
47163,Sullivan County (TN),"17,883","$26,372 "
47165,Sumner County (TN),"9,045","$31,356 "
47167,Tipton County (TN),"6,960","$22,748 "
47169,Trousdale County (TN),617,"$20,840 "
47171,Unicoi County (TN),"2,471","$20,878 "
47173,Union County (TN),"2,734","$18,837 "
47175,Van Buren County (TN),869,"$19,877 "
47177,Warren County (TN),"5,162","$21,018 "
47179,Washington County (TN),"13,020","$23,969 "
47181,Wayne County (TN),"2,567","$18,556 "
47183,Weakley County (TN),"4,443","$21,810 "
47185,White County (TN),"2,912","$19,646 "
47187,Williamson County (TN),"4,797","$43,015 "
47189,Wilson County (TN),"5,651","$31,805 "
48000,Texas,"2,981,312","$26,134 "
48001,Anderson County (TX),"7,896","$22,991 "
48003,Andrews County (TX),"1,819","$28,105 "
48005,Angelina County (TX),"11,534","$24,088 "
48007,Aransas County (TX),"4,038","$19,086 "
48009,Archer County (TX),710,"$25,814 "
48011,Armstrong County (TX),173,"$20,869 "
48013,Atascosa County (TX),"7,878","$20,569 "
48015,Austin County (TX),"2,789","$23,778 "
48017,Bailey County (TX),"1,625","$20,613 "
48019,Bandera County (TX),"1,253","$22,309 "
48021,Bastrop County (TX),"6,669","$22,595 "
48023,Baylor County (TX),805,"$16,760 "
48025,Bee County (TX),"6,609","$20,477 "
48027,Bell County (TX),"26,166","$22,251 "
48029,Bexar County (TX),"254,168","$22,921 "
48031,Blanco County (TX),706,"$20,433 "
48033,Borden County (TX),99,"$25,135 "
48035,Bosque County (TX),"2,146","$20,080 "
48037,Bowie County (TX),"13,368","$24,684 "
48039,Brazoria County (TX),"18,404","$33,662 "
48041,Brazos County (TX),"21,157","$23,792 "
48043,Brewster County (TX),"1,921","$18,053 "
48045,Briscoe County (TX),513,"$17,161 "
48047,Brooks County (TX),"3,330","$14,212 "
48049,Brown County (TX),"6,045","$20,373 "
48051,Burleson County (TX),"2,564","$20,266 "
48053,Burnet County (TX),"3,414","$20,935 "
48055,Caldwell County (TX),"6,580","$20,187 "
48057,Calhoun County (TX),"3,423","$23,316 "
48059,Callahan County (TX),"1,760","$21,540 "
48061,Cameron County (TX),"109,546","$16,634 "
48063,Camp County (TX),"1,943","$21,618 "
48065,Carson County (TX),500,"$27,127 "
48067,Cass County (TX),"6,152","$20,154 "
48069,Castro County (TX),"2,913","$24,833 "
48071,Chambers County (TX),"2,654","$28,587 "
48073,Cherokee County (TX),"8,455","$19,417 "
48075,Childress County (TX),"1,312","$17,705 "
48077,Clay County (TX),"1,129","$23,658 "
48079,Cochran County (TX),"1,241","$20,053 "
48081,Coke County (TX),444,"$20,683 "
48083,Coleman County (TX),"1,998","$16,960 "
48085,Collin County (TX),"15,027","$47,992 "
48087,Collingsworth County (TX),912,"$17,637 "
48089,Colorado County (TX),"3,435","$20,760 "
48091,Comal County (TX),"5,289","$27,376 "
48093,Comanche County (TX),"2,466","$17,779 "
48095,Concho County (TX),600,"$18,148 "
48097,Cooke County (TX),"4,284","$23,635 "
48099,Coryell County (TX),"7,926","$23,710 "
48101,Cottle County (TX),602,"$16,278 "
48103,Crane County (TX),542,"$28,201 "
48105,Crockett County (TX),765,"$24,572 "
48107,Crosby County (TX),"2,443","$19,967 "
48109,Culberson County (TX),966,"$15,822 "
48111,Dallam County (TX),"1,167","$21,226 "
48113,Dallas County (TX),"256,537","$30,570 "
48115,Dawson County (TX),"3,966","$20,659 "
48117,Deaf Smith County (TX),"4,827","$24,406 "
48119,Delta County (TX),946,"$18,295 "
48121,Denton County (TX),"15,754","$37,358 "
48123,DeWitt County (TX),"4,698","$18,754 "
48125,Dickens County (TX),724,"$14,122 "
48127,Dimmit County (TX),"4,911","$14,249 "
48129,Donley County (TX),781,"$17,887 "
48131,Duval County (TX),"4,756","$15,335 "
48133,Eastland County (TX),"3,562","$17,022 "
48135,Ector County (TX),"20,773","$24,217 "
48137,Edwards County (TX),721,"$16,533 "
48139,Ellis County (TX),"10,061","$28,293 "
48141,El Paso County (TX),"185,629","$19,576 "
48143,Erath County (TX),"4,090","$21,950 "
48145,Falls County (TX),"4,869","$15,564 "
48147,Fannin County (TX),"4,398","$19,954 "
48149,Fayette County (TX),"2,911","$20,068 "
48151,Fisher County (TX),979,"$19,373 "
48153,Floyd County (TX),"2,679","$21,572 "
48155,Foard County (TX),331,"$17,640 "
48157,Fort Bend County (TX),"18,147","$43,683 "
48159,Franklin County (TX),"1,281","$21,966 "
48161,Freestone County (TX),"2,421","$21,589 "
48163,Frio County (TX),"5,381","$15,026 "
48165,Gaines County (TX),"3,448","$23,837 "
48167,Galveston County (TX),"29,227","$28,051 "
48169,Garza County (TX),"1,180","$19,594 "
48171,Gillespie County (TX),"2,068","$21,131 "
48173,Glasscock County (TX),169,"$28,675 "
48175,Goliad County (TX),"1,244","$20,116 "
48177,Gonzales County (TX),"4,851","$17,554 "
48179,Gray County (TX),"2,735","$26,621 "
48181,Grayson County (TX),"11,551","$25,485 "
48183,Gregg County (TX),"14,697","$26,459 "
48185,Grimes County (TX),"4,388","$19,727 "
48187,Guadalupe County (TX),"9,388","$25,506 "
48189,Hale County (TX),"8,445","$21,586 "
48191,Hall County (TX),"1,186","$16,090 "
48193,Hamilton County (TX),"1,367","$16,863 "
48195,Hansford County (TX),599,"$36,659 "
48197,Hardeman County (TX),"1,034","$19,512 "
48199,Hardin County (TX),"6,022","$26,343 "
48201,Harris County (TX),"441,082","$29,643 "
48203,Harrison County (TX),"11,013","$22,981 "
48205,Hartley County (TX),247,"$43,527 "
48207,Haskell County (TX),"1,495","$18,429 "
48209,Hays County (TX),"10,013","$24,716 "
48211,Hemphill County (TX),266,"$33,260 "
48213,Henderson County (TX),"8,954","$21,242 "
48215,Hidalgo County (TX),"175,297","$16,428 "
48217,Hill County (TX),"5,120","$19,550 "
48219,Hockley County (TX),"4,901","$24,559 "
48221,Hood County (TX),"2,149","$31,425 "
48223,Hopkins County (TX),"4,333","$22,205 "
48225,Houston County (TX),"5,407","$17,667 "
48227,Howard County (TX),"5,987","$22,456 "
48229,Hudspeth County (TX),957,"$16,564 "
48231,Hunt County (TX),"10,472","$24,333 "
48233,Hutchinson County (TX),"2,415","$28,442 "
48235,Irion County (TX),195,"$24,325 "
48237,Jack County (TX),"1,817","$20,768 "
48239,Jackson County (TX),"2,424","$21,845 "
48241,Jasper County (TX),"6,202","$21,612 "
48243,Jeff Davis County (TX),366,"$19,728 "
48245,Jefferson County (TX),"44,027","$25,718 "
48247,Jim Hogg County (TX),"1,615","$16,677 "
48249,Jim Wells County (TX),"11,288","$19,014 "
48251,Johnson County (TX),"9,601","$29,495 "
48253,Jones County (TX),"3,569","$18,785 "
48255,Karnes County (TX),"3,674","$17,649 "
48257,Kaufman County (TX),"6,897","$25,152 "
48259,Kendall County (TX),"1,242","$28,436 "
48261,Kenedy County (TX),171,"$18,029 "
48263,Kent County (TX),139,"$18,980 "
48265,Kerr County (TX),"5,213","$22,617 "
48267,Kimble County (TX),737,"$18,526 "
48269,King County (TX),40,"$24,522 "
48271,Kinney County (TX),990,"$15,548 "
48273,Kleberg County (TX),"7,840","$21,461 "
48275,Knox County (TX),"1,083","$18,571 "
48277,Lamar County (TX),"8,819","$21,495 "
48279,Lamb County (TX),"4,007","$19,953 "
48281,Lampasas County (TX),"2,281","$21,250 "
48283,La Salle County (TX),"2,164","$12,325 "
48285,Lavaca County (TX),"2,630","$20,257 "
48287,Lee County (TX),"1,698","$22,640 "
48289,Leon County (TX),"2,270","$18,747 "
48291,Liberty County (TX),"9,022","$24,047 "
48293,Limestone County (TX),"4,303","$18,025 "
48295,Lipscomb County (TX),285,"$25,463 "
48297,Live Oak County (TX),"1,853","$21,067 "
48299,Llano County (TX),"1,409","$19,375 "
48301,Loving County (TX),NA,"$28,482 "
48303,Lubbock County (TX),"42,170","$24,428 "
48305,Lynn County (TX),"1,948","$20,565 "
48307,McCulloch County (TX),"2,190","$15,442 "
48309,McLennan County (TX),"35,319","$22,571 "
48311,McMullen County (TX),99,"$27,022 "
48313,Madison County (TX),"2,466","$19,731 "
48315,Marion County (TX),"3,030","$17,029 "
48317,Martin County (TX),907,"$22,240 "
48319,Mason County (TX),746,"$17,297 "
48321,Matagorda County (TX),"7,039","$26,282 "
48323,Maverick County (TX),"17,643","$13,102 "
48325,Medina County (TX),"6,036","$21,177 "
48327,Menard County (TX),642,"$14,465 "
48329,Midland County (TX),"13,176","$30,068 "
48331,Milam County (TX),"5,091","$19,938 "
48333,Mills County (TX),828,"$17,913 "
48335,Mitchell County (TX),"1,802","$18,732 "
48337,Montague County (TX),"2,623","$19,015 "
48339,Montgomery County (TX),"18,447","$31,540 "
48341,Moore County (TX),"2,050","$28,786 "
48343,Morris County (TX),"2,650","$19,265 "
48345,Motley County (TX),311,"$17,707 "
48347,Nacogdoches County (TX),"10,911","$21,112 "
48349,Navarro County (TX),"7,937","$20,022 "
48351,Newton County (TX),"3,534","$18,675 "
48353,Nolan County (TX),"3,352","$20,119 "
48355,Nueces County (TX),"61,230","$24,163 "
48357,Ochiltree County (TX),889,"$27,227 "
48359,Oldham County (TX),181,"$30,935 "
48361,Orange County (TX),"10,953","$26,216 "
48363,Palo Pinto County (TX),"4,361","$20,735 "
48365,Panola County (TX),"3,618","$23,611 "
48367,Parker County (TX),"6,643","$30,330 "
48369,Parmer County (TX),"2,198","$26,478 "
48371,Pecos County (TX),"3,492","$21,425 "
48373,Polk County (TX),"6,367","$18,510 "
48375,Potter County (TX),"19,888","$20,609 "
48377,Presidio County (TX),"2,665","$12,399 "
48379,Rains County (TX),820,"$20,685 "
48381,Randall County (TX),"5,092","$33,506 "
48383,Reagan County (TX),578,"$28,765 "
48385,Real County (TX),719,"$13,534 "
48387,Red River County (TX),"3,785","$15,021 "
48389,Reeves County (TX),"5,069","$18,581 "
48391,Refugio County (TX),"1,620","$22,421 "
48393,Roberts County (TX),74,"$28,766 "
48395,Robertson County (TX),"4,156","$16,881 "
48397,Rockwall County (TX),"1,475","$40,956 "
48399,Runnels County (TX),"2,127","$18,765 "
48401,Rusk County (TX),"8,300","$22,790 "
48403,Sabine County (TX),"1,815","$17,143 "
48405,San Augustine County (TX),"2,051","$15,474 "
48407,San Jacinto County (TX),"4,101","$19,667 "
48409,San Patricio County (TX),"14,690","$22,224 "
48411,San Saba County (TX),"1,335","$16,169 "
48413,Schleicher County (TX),512,"$22,794 "
48415,Scurry County (TX),"2,694","$24,869 "
48417,Shackelford County (TX),466,"$21,862 "
48419,Shelby County (TX),"5,267","$17,409 "
48421,Sherman County (TX),231,"$28,264 "
48423,Smith County (TX),"23,342","$25,588 "
48425,Somervell County (TX),499,"$29,438 "
48427,Starr County (TX),"22,594","$10,314 "
48429,Stephens County (TX),"1,647","$20,249 "
48431,Sterling County (TX),158,"$24,565 "
48433,Stonewall County (TX),325,"$19,184 "
48435,Sutton County (TX),657,"$26,348 "
48437,Swisher County (TX),"2,106","$20,873 "
48439,Tarrant County (TX),"117,194","$32,247 "
48441,Taylor County (TX),"17,158","$23,914 "
48443,Terrell County (TX),283,"$23,222 "
48445,Terry County (TX),"3,446","$22,653 "
48447,Throckmorton County (TX),337,"$18,607 "
48449,Titus County (TX),"3,927","$22,981 "
48451,Tom Green County (TX),"15,173","$24,043 "
48453,Travis County (TX),"75,891","$27,472 "
48455,Trinity County (TX),"2,436","$17,087 "
48457,Tyler County (TX),"3,242","$18,945 "
48459,Upshur County (TX),"5,544","$22,689 "
48461,Upton County (TX),696,"$25,991 "
48463,Uvalde County (TX),"8,184","$17,389 "
48465,Val Verde County (TX),"13,408","$18,235 "
48467,Van Zandt County (TX),"5,495","$21,206 "
48469,Victoria County (TX),"11,923","$27,024 "
48471,Walker County (TX),"8,781","$24,755 "
48473,Waller County (TX),"4,403","$23,566 "
48475,Ward County (TX),"2,038","$25,252 "
48477,Washington County (TX),"3,916","$24,105 "
48479,Webb County (TX),"54,035","$15,992 "
48481,Wharton County (TX),"7,568","$24,590 "
48483,Wheeler County (TX),984,"$22,629 "
48485,Wichita County (TX),"17,160","$24,366 "
48487,Wilbarger County (TX),"2,600","$20,601 "
48489,Willacy County (TX),"8,222","$14,634 "
48491,Williamson County (TX),"12,259","$32,009 "
48493,Wilson County (TX),"4,104","$23,618 "
48495,Winkler County (TX),"1,305","$25,475 "
48497,Wise County (TX),"3,984","$26,704 "
48499,Wood County (TX),"4,507","$20,547 "
48501,Yoakum County (TX),"1,240","$28,645 "
48503,Young County (TX),"2,691","$22,850 "
48505,Zapata County (TX),"3,417","$14,971 "
48507,Zavala County (TX),"6,040","$11,196 "
49000,Utah,"202,408","$29,370 "
49001,Beaver County (UT),812,"$22,049 "
49003,Box Elder County (UT),"2,971","$35,454 "
49005,Cache County (UT),"8,792","$28,456 "
49007,Carbon County (UT),"2,307","$29,065 "
49009,Daggett County (UT),87,"$26,274 "
49011,Davis County (UT),"12,712","$36,960 "
49013,Duchesne County (UT),"2,312","$26,271 "
49015,Emery County (UT),"1,107","$35,121 "
49017,Garfield County (UT),523,"$23,048 "
49019,Grand County (UT),"1,282","$19,926 "
49021,Iron County (UT),"3,630","$23,682 "
49023,Juab County (UT),802,"$26,262 "
49025,Kane County (UT),769,"$24,358 "
49027,Millard County (UT),"1,438","$27,029 "
49029,Morgan County (UT),229,"$34,251 "
49031,Piute County (UT),240,"$19,693 "
49033,Rich County (UT),194,"$32,585 "
49035,Salt Lake County (UT),"78,899","$30,997 "
49037,San Juan County (UT),"4,594","$22,923 "
49039,Sanpete County (UT),"3,198","$22,463 "
49041,Sevier County (UT),"2,202","$27,205 "
49043,Summit County (UT),994,"$36,280 "
49045,Tooele County (UT),"2,064","$33,181 "
49047,Uintah County (UT),"3,939","$25,305 "
49049,Utah County (UT),"39,182","$27,318 "
49051,Wasatch County (UT),"1,257","$27,460 "
49053,Washington County (UT),"7,780","$24,162 "
49055,Wayne County (UT),461,"$19,602 "
49057,Weber County (UT),"17,631","$29,884 "
50000,Vermont,"54,376","$27,937 "
50001,Addison County (VT),"3,068","$28,757 "
50003,Bennington County (VT),"3,371","$26,904 "
50005,Caledonia County (VT),"3,659","$24,354 "
50007,Chittenden County (VT),"9,385","$34,810 "
50009,Essex County (VT),910,"$22,813 "
50011,Franklin County (VT),"4,953","$26,719 "
50013,Grand Isle County (VT),450,"$30,173 "
50015,Lamoille County (VT),"2,173","$25,192 "
50017,Orange County (VT),"2,783","$25,952 "
50019,Orleans County (VT),"4,010","$22,248 "
50021,Rutland County (VT),"6,056","$26,955 "
50023,Washington County (VT),"5,117","$28,731 "
50025,Windham County (VT),"4,058","$27,308 "
50027,Windsor County (VT),"4,384","$28,925 "
51000,Virginia,"638,729","$32,555 "
51001,Accomack County (VA),"7,400","$18,041 "
51003,Albemarle County (VA),"4,593",NA
51005,Alleghany County (VA),"1,493",NA
51007,Amelia County (VA),982,"$25,170 "
51009,Amherst County (VA),"2,874","$27,062 "
51011,Appomattox County (VA),"1,427","$27,039 "
51013,Arlington County (VA),"9,563","$42,022 "
51015,Augusta County (VA),"4,536",NA
51017,Bath County (VA),458,"$21,479 "
51019,Bedford County (VA),"3,335",NA
51021,Bland County (VA),801,"$23,501 "
51023,Botetourt County (VA),"1,712","$31,181 "
51025,Brunswick County (VA),"3,348","$17,951 "
51027,Buchanan County (VA),"7,377","$22,255 "
51029,Buckingham County (VA),"2,600","$19,082 "
51031,Campbell County (VA),"4,695",NA
51033,Caroline County (VA),"2,511","$25,870 "
51035,Carroll County (VA),"4,230",NA
51036,Charles City County (VA),933,"$25,743 "
51037,Charlotte County (VA),"2,319","$18,938 "
51041,Chesterfield County (VA),"8,038","$44,866 "
51043,Clarke County (VA),963,"$29,567 "
51045,Craig County (VA),376,"$24,934 "
51047,Culpeper County (VA),"2,950","$29,653 "
51049,Cumberland County (VA),"1,658","$19,677 "
51051,Dickenson County (VA),"4,538","$18,690 "
51053,Dinwiddie County (VA),"2,461",NA
51057,Essex County (VA),"1,039","$23,231 "
51059,Fairfax County (VA),"27,880",NA
51061,Fauquier County (VA),"2,826","$41,436 "
51063,Floyd County (VA),"1,638","$22,415 "
51065,Fluvanna County (VA),"1,310","$26,654 "
51067,Franklin County (VA),"4,215","$24,397 "
51069,Frederick County (VA),"3,159",NA
51071,Giles County (VA),"1,965","$24,742 "
51073,Gloucester County (VA),"2,784","$30,537 "
51075,Goochland County (VA),"1,226","$35,597 "
51077,Grayson County (VA),"2,381","$19,244 "
51079,Greene County (VA),985,"$29,135 "
51081,Greensville County (VA),"2,289",NA
51083,Halifax County (VA),"5,086",NA
51085,Hanover County (VA),"2,750","$38,490 "
51087,Henrico County (VA),"12,609","$35,796 "
51089,Henry County (VA),"6,015",NA
51091,Highland County (VA),363,"$20,462 "
51093,Isle of Wight County (VA),"2,816","$29,633 "
51095,James City County (VA),"2,399",NA
51097,King and Queen County (VA),927,"$21,917 "
51099,King George County (VA),"1,069","$34,631 "
51101,King William County (VA),907,"$31,071 "
51103,Lancaster County (VA),"1,627","$24,389 "
51105,Lee County (VA),"8,747","$15,825 "
51107,Loudoun County (VA),"2,961","$52,148 "
51109,Louisa County (VA),"2,680","$24,388 "
51111,Lunenburg County (VA),"2,101","$18,859 "
51113,Madison County (VA),"1,442","$25,014 "
51115,Mathews County (VA),788,"$27,869 "
51117,Mecklenburg County (VA),"5,055","$20,401 "
51119,Middlesex County (VA),"1,106","$22,384 "
51121,Montgomery County (VA),"9,926",NA
51125,Nelson County (VA),"1,899","$22,025 "
51127,New Kent County (VA),572,"$35,627 "
51131,Northampton County (VA),"4,087","$15,795 "
51133,Northumberland County (VA),"1,514","$21,834 "
51135,Nottoway County (VA),"2,618","$21,105 "
51137,Orange County (VA),"2,272","$27,073 "
51139,Page County (VA),"2,554","$22,675 "
