County ID,State / County Name,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,Median Household Income in Dollars
1121,Talladega County (AL),"78,846","17,912","$35,646 "
1123,Tallapoosa County (AL),"40,898","7,502","$34,440 "
1125,Tuscaloosa County (AL),"184,773","33,258","$43,098 "
1127,Walker County (AL),"65,960","15,288","$36,044 "
1129,Washington County (AL),"17,414","3,406","$37,639 "
1131,Wilcox County (AL),"11,488","4,547","$21,611 "
1133,Winston County (AL),"24,087","4,894","$32,574 "
2000,Alaska,"696,834","76,850","$63,456 "
2013,Aleutians East Borough (AK),"3,146",527,"$47,077 "
2016,Aleutians West Census Area (AK),"5,326",482,"$58,517 "
2020,Anchorage Borough (AK),"285,885","27,351","$70,524 "
2050,Bethel Census Area (AK),"16,762","3,794","$45,481 "
2060,Bristol Bay Borough (AK),980,86,"$62,912 "
2068,Denali Borough (AK),"1,808",102,"$61,004 "
2070,Dillingham Census Area (AK),"4,831",995,"$46,845 "
2090,Fairbanks North Star Borough (AK),"94,097","8,804","$60,472 "
2100,Haines Borough (AK),"2,507",304,"$46,111 "
2105,Hoonah-Angoon Census Area (AK),"2,148",416,"$38,122 "
2110,Juneau Borough (AK),"30,643","2,524","$69,844 "
2122,Kenai Peninsula Borough (AK),"54,197","5,798","$57,347 "
2130,Ketchikan Gateway Borough (AK),"13,293","1,335","$58,073 "
2150,Kodiak Island Borough (AK),"13,422","1,116","$59,847 "
2164,Lake and Peninsula Borough (AK),"1,624",287,"$39,794 "
2170,Matanuska-Susitna Borough (AK),"88,284","9,618","$68,670 "
2180,Nome Census Area (AK),"9,321","2,295","$43,147 "
2185,North Slope Borough (AK),"9,414","1,074","$68,744 "
2188,Northwest Arctic Borough (AK),"7,474","1,494","$49,466 "
2195,Petersburg Census Area (AK),"3,815",406,"$52,294 "
2198,Prince of Wales-Hyder Census Area (AK),"5,564",957,"$40,756 "
2220,Sitka Borough (AK),"8,745",800,"$58,000 "
2230,Skagway Municipality (AK),963,40,"$58,550 "
2240,Southeast Fairbanks Census Area (AK),"6,995",938,"$54,508 "
2261,Valdez-Cordova Census Area (AK),"9,565",858,"$60,297 "
2270,Wade Hampton Census Area (AK),"7,427","2,530","$30,883 "
2275,Wrangell City and Borough (AK),"2,350",307,"$42,752 "
2282,Yakutat Borough (AK),658,97,"$49,331 "
2290,Yukon-Koyukuk Census Area (AK),"5,589","1,512","$35,177 "
4000,Arizona,"6,272,700","1,105,075","$46,787 "
4001,Apache County (AZ),"70,742","24,394","$30,651 "
4003,Cochise County (AZ),"125,392","22,199","$43,677 "
4005,Coconino County (AZ),"126,564","30,121","$43,051 "
4007,Gila County (AZ),"52,535","10,403","$37,430 "
4009,Graham County (AZ),"33,244","7,185","$39,299 "
4011,Greenlee County (AZ),"8,259","1,052","$49,592 "
4012,La Paz County (AZ),"20,146","4,769","$33,818 "
4013,Maricopa County (AZ),"3,772,257","625,090","$50,424 "
4015,Mohave County (AZ),"196,834","36,831","$36,446 "
4017,Navajo County (AZ),"105,261","29,291","$37,723 "
4019,Pima County (AZ),"959,151","170,806","$44,293 "
4021,Pinal County (AZ),"356,525","51,500","$49,833 "
4023,Santa Cruz County (AZ),"47,246","13,247","$33,952 "
4025,Yavapai County (AZ),"207,746","37,975","$40,562 "
4027,Yuma County (AZ),"190,799","40,210","$40,609 "
5000,Arkansas,"2,839,786","529,710","$38,413 "
5001,Arkansas County (AR),"18,692","3,477","$38,129 "
5003,Ashley County (AR),"21,613","4,200","$37,042 "
5005,Baxter County (AR),"40,939","6,419","$34,421 "
5007,Benton County (AR),"220,411","22,444","$52,417 "
5009,Boone County (AR),"36,440","5,819","$35,532 "
5011,Bradley County (AR),"11,334","3,229","$31,047 "
5013,Calhoun County (AR),"5,160",804,"$36,955 "
5015,Carroll County (AR),"27,237","4,469","$33,789 "
5017,Chicot County (AR),"11,058","3,396","$27,321 "
5019,Clark County (AR),"20,326","4,515","$33,433 "
5021,Clay County (AR),"15,890","2,905","$31,976 "
5023,Cleburne County (AR),"25,582","4,751","$35,472 "
5025,Cleveland County (AR),"8,630","1,334","$40,402 "
5027,Columbia County (AR),"23,188","5,946","$34,538 "
5029,Conway County (AR),"20,972","3,808","$37,475 "
5031,Craighead County (AR),"93,148","19,617","$37,780 "
5033,Crawford County (AR),"61,305","9,712","$39,672 "
5035,Crittenden County (AR),"50,223","15,217","$33,938 "
5037,Cross County (AR),"17,540","3,443","$35,080 "
5039,Dallas County (AR),"7,663","1,486","$31,350 "
5041,Desha County (AR),"12,889","3,611","$29,586 "
5043,Drew County (AR),"17,695","3,698","$34,952 "
5045,Faulkner County (AR),"109,705","16,185","$46,199 "
5047,Franklin County (AR),"17,819","3,059","$38,514 "
5049,Fulton County (AR),"12,031","2,268","$30,191 "
5051,Garland County (AR),"94,434","20,502","$36,690 "
5053,Grant County (AR),"17,691","2,108","$45,347 "
5055,Greene County (AR),"41,512","7,058","$36,391 "
5057,Hempstead County (AR),"22,313","4,861","$31,786 "
5059,Hot Spring County (AR),"31,247","4,778","$37,243 "
5061,Howard County (AR),"13,600","2,862","$32,543 "
5063,Independence County (AR),"35,734","6,490","$35,888 "
5065,Izard County (AR),"12,899","2,403","$29,883 "
5067,Jackson County (AR),"15,940","4,120","$30,405 "
5069,Jefferson County (AR),"71,668","16,248","$35,092 "
5071,Johnson County (AR),"24,928","5,469","$32,326 "
5073,Lafayette County (AR),"7,494","1,735","$29,084 "
5075,Lawrence County (AR),"16,767","3,756","$32,869 "
5077,Lee County (AR),"8,628","3,235","$25,944 "
5079,Lincoln County (AR),"10,641","3,032","$35,070 "
5081,Little River County (AR),"12,985","2,316","$37,260 "
5083,Logan County (AR),"21,813","3,729","$36,015 "
5085,Lonoke County (AR),"67,867","8,415","$50,021 "
5087,Madison County (AR),"15,596","3,008","$34,547 "
5089,Marion County (AR),"16,432","3,207","$31,438 "
5091,Miller County (AR),"42,125","8,454","$37,806 "
5093,Mississippi County (AR),"45,386","11,349","$32,169 "
5095,Monroe County (AR),"7,994","2,130","$28,637 "
5097,Montgomery County (AR),"9,330","2,073","$32,032 "
5099,Nevada County (AR),"8,807","2,219","$32,896 "
5101,Newton County (AR),"8,248","1,920","$30,965 "
5103,Ouachita County (AR),"25,699","5,212","$35,971 "
5105,Perry County (AR),"10,326","1,732","$39,054 "
5107,Phillips County (AR),"21,402","7,697","$26,933 "
5109,Pike County (AR),"11,044","2,345","$31,569 "
5111,Poinsett County (AR),"24,175","6,559","$32,130 "
5113,Polk County (AR),"20,464","4,670","$29,938 "
5115,Pope County (AR),"58,358","10,357","$39,040 "
5117,Prairie County (AR),"8,551","1,563","$36,898 "
5119,Pulaski County (AR),"376,110","64,502","$44,733 "
5121,Randolph County (AR),"17,570","3,380","$33,401 "
5123,St. Francis County (AR),"24,058","7,875","$29,825 "
5125,Saline County (AR),"106,234","10,222","$53,430 "
5127,Scott County (AR),"11,123","2,499","$29,633 "
5129,Searcy County (AR),"8,093","1,917","$27,896 "
5131,Sebastian County (AR),"123,741","25,412","$38,724 "
5133,Sevier County (AR),"16,904","3,976","$35,279 "
5135,Sharp County (AR),"17,003","4,270","$28,933 "
5137,Stone County (AR),"12,227","2,744","$29,182 "
5139,Union County (AR),"41,006","8,877","$36,934 "
5141,Van Buren County (AR),"17,009","3,547","$32,142 "
5143,Washington County (AR),"196,272","38,428","$39,692 "
5145,White County (AR),"73,901","12,362","$39,974 "
5147,Woodruff County (AR),"7,125","1,843","$27,003 "
5149,Yell County (AR),"21,818","4,435","$33,522 "
6000,California,"36,593,422","5,785,036","$57,664 "
6001,Alameda County (CA),"1,483,946","200,273","$66,937 "
6003,Alpine County (CA),"1,158",196,"$44,241 "
6005,Amador County (CA),"33,512","4,286","$49,516 "
6007,Butte County (CA),"215,767","43,392","$41,168 "
6009,Calaveras County (CA),"44,942","4,996","$50,745 "
6011,Colusa County (CA),"21,250","3,161","$44,981 "
6013,Contra Costa County (CA),"1,043,545","97,544","$73,678 "
6015,Del Norte County (CA),"24,817","5,824","$35,438 "
6017,El Dorado County (CA),"179,857","16,825","$65,201 "
6019,Fresno County (CA),"915,987","245,330","$44,869 "
6021,Glenn County (CA),"27,768","4,890","$40,859 "
6023,Humboldt County (CA),"131,649","23,752","$38,254 "
6025,Imperial County (CA),"164,670","36,666","$39,261 "
6027,Inyo County (CA),"18,179","2,535","$44,507 "
6029,Kern County (CA),"805,387","172,531","$45,045 "
6031,Kings County (CA),"131,501","29,606","$44,020 "
6033,Lake County (CA),"63,854","13,438","$35,914 "
6035,Lassen County (CA),"25,029","4,198","$50,093 "
6037,Los Angeles County (CA),"9,675,347","1,699,264","$52,595 "
6039,Madera County (CA),"142,582","30,912","$43,596 "
6041,Marin County (CA),"245,311","22,456","$82,383 "
6043,Mariposa County (CA),"18,040","2,665","$42,222 "
6045,Mendocino County (CA),"86,468","16,976","$40,339 "
6047,Merced County (CA),"252,044","58,212","$41,730 "
6049,Modoc County (CA),"9,407","2,061","$34,579 "
6051,Mono County (CA),"14,139","1,530","$52,768 "
6053,Monterey County (CA),"397,849","68,031","$53,735 "
6055,Napa County (CA),"132,538","14,189","$62,893 "
6057,Nevada County (CA),"97,845","11,456","$54,154 "
6059,Orange County (CA),"2,981,549","363,924","$70,727 "
6061,Placer County (CA),"347,133","31,489","$68,330 "
6063,Plumas County (CA),"19,624","3,012","$41,421 "
6065,Riverside County (CA),"2,165,878","354,768","$53,981 "
6067,Sacramento County (CA),"1,401,046","234,470","$52,655 "
6069,San Benito County (CA),"55,242","7,010","$58,194 "
6071,San Bernardino County (CA),"2,000,388","362,099","$52,270 "
6073,San Diego County (CA),"3,013,705","445,556","$59,759 "
6075,San Francisco County (CA),"789,928","100,910","$70,883 "
6077,San Joaquin County (CA),"674,248","128,331","$49,742 "
6079,San Luis Obispo County (CA),"253,696","36,179","$53,620 "
6081,San Mateo County (CA),"713,724","49,908","$82,413 "
6083,Santa Barbara County (CA),"407,401","72,112","$56,243 "
6085,Santa Clara County (CA),"1,760,897","186,051","$84,627 "
6087,Santa Cruz County (CA),"254,093","36,174","$60,247 "
6089,Shasta County (CA),"174,687","31,766","$41,058 "
6091,Sierra County (CA),"3,192",427,"$42,800 "
6093,Siskiyou County (CA),"44,466","9,558","$36,001 "
6095,Solano County (CA),"401,865","49,159","$62,948 "
6097,Sonoma County (CA),"477,075","60,909","$58,703 "
6099,Stanislaus County (CA),"509,630","100,554","$47,442 "
6101,Sutter County (CA),"93,659","15,780","$46,188 "
6103,Tehama County (CA),"62,779","12,810","$38,188 "
6105,Trinity County (CA),"13,557","2,494","$35,207 "
6107,Tulare County (CA),"438,729","108,143","$42,377 "
6109,Tuolumne County (CA),"50,896","7,720","$44,751 "
6111,Ventura County (CA),"813,944","89,880","$71,418 "
6113,Yolo County (CA),"194,830","31,942","$54,433 "
6115,Yuba County (CA),"71,175","14,708","$41,045 "
8000,Colorado,"4,934,178","651,744","$54,411 "
8001,Adams County (CO),"438,725","57,201","$52,785 "
8003,Alamosa County (CO),"14,789","3,103","$36,339 "
8005,Arapahoe County (CO),"569,264","65,173","$58,152 "
8007,Archuleta County (CO),"11,948","1,565","$46,165 "
8009,Baca County (CO),"3,704",641,"$33,086 "
8011,Bent County (CO),"4,359","1,349","$33,702 "
8013,Boulder County (CO),"286,531","39,097","$62,215 "
8014,Broomfield County (CO),"55,762","3,323","$76,006 "
8015,Chaffee County (CO),"16,379","2,120","$42,420 "
8017,Cheyenne County (CO),"1,780",216,"$44,464 "
8019,Clear Creek County (CO),"9,018",774,"$64,822 "
8021,Conejos County (CO),"8,253","1,755","$32,254 "
8023,Costilla County (CO),"3,524",907,"$27,305 "
8025,Crowley County (CO),"3,129","1,087","$34,569 "
8027,Custer County (CO),"4,113",616,"$42,951 "
8029,Delta County (CO),"30,153","4,745","$40,288 "
8031,Denver County (CO),"591,437","125,722","$45,415 "
8033,Dolores County (CO),"2,058",266,"$40,511 "
8035,Douglas County (CO),"286,078","9,985","$97,806 "
8037,Eagle County (CO),"51,913","4,404","$69,182 "
8039,Elbert County (CO),"22,999","1,490","$78,550 "
8041,El Paso County (CO),"607,482","81,507","$51,553 "
8043,Fremont County (CO),"38,061","6,344","$40,543 "
8045,Garfield County (CO),"55,203","5,306","$60,456 "
8047,Gilpin County (CO),"5,432",406,"$63,024 "
8049,Grand County (CO),"14,728","1,217","$55,818 "
8051,Gunnison County (CO),"14,511","2,106","$47,698 "
8053,Hinsdale County (CO),828,78,"$48,195 "
8055,Huerfano County (CO),"6,510","1,475","$31,696 "
8057,Jackson County (CO),"1,389",210,"$43,691 "
8059,Jefferson County (CO),"527,662","46,566","$64,181 "
8061,Kiowa County (CO),"1,382",180,"$37,600 "
8063,Kit Carson County (CO),"7,213","1,008","$39,498 "
8065,Lake County (CO),"7,158","1,034","$43,565 "
8067,La Plata County (CO),"49,728","5,705","$53,029 "
8069,Larimer County (CO),"292,750","39,772","$54,739 "
8071,Las Animas County (CO),"14,613","2,754","$37,700 "
8073,Lincoln County (CO),"4,423",791,"$39,230 "
8075,Logan County (CO),"18,834","3,074","$40,637 "
8077,Mesa County (CO),"143,034","20,998","$47,324 "
8079,Mineral County (CO),708,84,"$45,645 "
8081,Moffat County (CO),"13,697","1,384","$55,913 "
8083,Montezuma County (CO),"25,309","4,402","$41,074 "
8085,Montrose County (CO),"40,737","6,128","$44,002 "
8087,Morgan County (CO),"27,568","3,907","$43,209 "
8089,Otero County (CO),"18,401","3,659","$34,360 "
8091,Ouray County (CO),"4,449",416,"$54,920 "
8093,Park County (CO),"16,141","1,501","$66,400 "
8095,Phillips County (CO),"4,411",502,"$44,064 "
8097,Pitkin County (CO),"17,113","1,199","$65,568 "
8099,Prowers County (CO),"12,227","2,810","$34,488 "
8101,Pueblo County (CO),"155,221","30,418","$39,107 "
8103,Rio Blanco County (CO),"6,376",550,"$59,308 "
8105,Rio Grande County (CO),"11,797","2,045","$37,300 "
8107,Routt County (CO),"23,211","1,795","$60,506 "
8109,Saguache County (CO),"6,092","1,528","$30,985 "
8111,San Juan County (CO),706,112,"$37,001 "
8113,San Miguel County (CO),"7,336",732,"$62,368 "
8115,Sedgwick County (CO),"2,343",319,"$36,749 "
8117,Summit County (CO),"27,952","2,831","$60,087 "
8119,Teller County (CO),"23,287","2,025","$59,966 "
8121,Washington County (CO),"4,613",643,"$40,914 "
8123,Weld County (CO),"247,803","35,454","$52,334 "
8125,Yuma County (CO),"9,824","1,228","$43,361 "
9000,Connecticut,"3,466,981","348,881","$64,321 "
9001,Fairfield County (CT),"900,977","84,125","$74,634 "
9003,Hartford County (CT),"869,074","98,243","$60,028 "
9005,Litchfield County (CT),"187,638","12,650","$66,076 "
9007,Middlesex County (CT),"161,101","11,030","$70,805 "
9009,New Haven County (CT),"836,065","97,210","$57,070 "
9011,New London County (CT),"261,488","23,382","$61,792 "
9013,Tolland County (CT),"136,707","8,794","$74,868 "
9015,Windham County (CT),"113,931","13,447","$56,564 "
10000,Delaware,"874,333","104,456","$56,172 "
10001,Kent County (DE),"158,135","19,145","$51,490 "
10003,New Castle County (DE),"522,023","58,386","$59,877 "
10005,Sussex County (DE),"194,175","26,924","$48,582 "
11000,District of Columbia,"570,954","107,279","$60,729 "
11001,District of Columbia (DC),"570,954","107,279","$60,729 "
12000,Florida,"18,436,765","3,048,621","$44,390 "
12001,Alachua County (FL),"234,884","59,315","$40,656 "
12003,Baker County (FL),"24,664","4,318","$45,802 "
12005,Bay County (FL),"165,191","24,862","$44,364 "
12007,Bradford County (FL),"23,911","4,643","$39,454 "
12009,Brevard County (FL),"535,178","72,157","$46,331 "
12011,Broward County (FL),"1,738,060","256,295","$47,917 "
12013,Calhoun County (FL),"12,670","2,802","$34,054 "
12015,Charlotte County (FL),"156,811","21,748","$41,991 "
12017,Citrus County (FL),"138,630","23,869","$36,174 "
12019,Clay County (FL),"189,590","21,453","$57,913 "
12021,Collier County (FL),"318,865","50,218","$53,341 "
12023,Columbia County (FL),"62,908","12,253","$34,870 "
12027,DeSoto County (FL),"31,716","10,429","$33,966 "
12029,Dixie County (FL),"14,933","3,968","$30,967 "
12031,Duval County (FL),"846,523","140,254","$46,112 "
12033,Escambia County (FL),"280,335","53,655","$41,428 "
12035,Flagler County (FL),"95,040","14,738","$45,685 "
12037,Franklin County (FL),"9,743","2,357","$34,522 "
12039,Gadsden County (FL),"44,949","10,678","$35,704 "
12041,Gilchrist County (FL),"15,767","3,316","$38,517 "
12043,Glades County (FL),"11,321","2,383","$39,089 "
12045,Gulf County (FL),"12,348","2,604","$39,403 "
12047,Hamilton County (FL),"11,646","3,588","$31,820 "
12049,Hardee County (FL),"25,907","7,856","$33,732 "
12051,Hendry County (FL),"37,359","9,963","$37,220 "
12053,Hernando County (FL),"170,947","25,728","$37,867 "
12055,Highlands County (FL),"97,214","20,137","$34,469 "
12057,Hillsborough County (FL),"1,212,957","202,827","$46,043 "
12059,Holmes County (FL),"18,106","4,072","$33,696 "
12061,Indian River County (FL),"136,477","19,657","$47,525 "
12063,Jackson County (FL),"41,582","7,910","$37,351 "
12065,Jefferson County (FL),"13,383","2,481","$39,113 "
12067,Lafayette County (FL),"6,776","1,761","$36,001 "
12069,Lake County (FL),"293,570","39,711","$42,343 "
12071,Lee County (FL),"611,311","104,752","$44,377 "
12073,Leon County (FL),"261,915","68,765","$42,393 "
12075,Levy County (FL),"40,032","10,822","$32,197 "
12077,Liberty County (FL),"6,498","1,491","$37,815 "
12079,Madison County (FL),"17,268","4,034","$31,942 "
12081,Manatee County (FL),"319,117","46,119","$44,990 "
12083,Marion County (FL),"322,505","63,368","$37,162 "
12085,Martin County (FL),"142,931","16,130","$49,539 "
12086,Miami-Dade County (FL),"2,467,288","500,537","$40,145 "
12087,Monroe County (FL),"72,243","9,116","$50,388 "
12089,Nassau County (FL),"72,822","8,255","$57,605 "
12091,Okaloosa County (FL),"175,494","21,792","$51,173 "
12093,Okeechobee County (FL),"37,539","8,354","$35,417 "
12095,Orange County (FL),"1,122,885","183,812","$45,105 "
12097,Osceola County (FL),"266,176","43,365","$42,165 "
12099,Palm Beach County (FL),"1,304,049","186,355","$49,891 "
12101,Pasco County (FL),"458,923","69,670","$42,184 "
12103,Pinellas County (FL),"900,242","127,567","$42,628 "
12105,Polk County (FL),"589,546","103,277","$41,184 "
12107,Putnam County (FL),"72,792","19,414","$33,300 "
12109,St. Johns County (FL),"188,675","22,672","$60,841 "
12111,St. Lucie County (FL),"275,485","48,578","$39,378 "
12113,Santa Rosa County (FL),"147,584","18,609","$51,208 "
12115,Sarasota County (FL),"374,161","48,896","$46,047 "
12117,Seminole County (FL),"419,993","46,071","$57,381 "
12119,Sumter County (FL),"85,055","11,035","$45,165 "
12121,Suwannee County (FL),"39,974","8,366","$39,259 "
12123,Taylor County (FL),"19,227","3,968","$35,343 "
12125,Union County (FL),"10,708","2,604","$40,523 "
12127,Volusia County (FL),"481,785","79,513","$41,368 "
12129,Wakulla County (FL),"27,324","3,856","$47,566 "
12131,Walton County (FL),"53,049","8,759","$44,622 "
12133,Washington County (FL),"22,206","4,691","$35,378 "
13000,Georgia,"9,446,940","1,698,004","$46,252 "
13001,Appling County (GA),"17,772","4,347","$36,601 "
13003,Atkinson County (GA),"8,321","3,018","$28,579 "
13005,Bacon County (GA),"10,724","2,750","$31,692 "
13007,Baker County (GA),"3,400",884,"$33,950 "
13009,Baldwin County (GA),"41,198","11,130","$36,091 "
13011,Banks County (GA),"18,354","3,004","$42,196 "
13013,Barrow County (GA),"69,294","8,339","$52,391 "
13015,Bartow County (GA),"98,852","14,369","$43,825 "
13017,Ben Hill County (GA),"17,316","4,838","$29,910 "
13019,Berrien County (GA),"19,055","4,138","$32,859 "
13021,Bibb County (GA),"149,671","38,737","$36,220 "
13023,Bleckley County (GA),"11,637","2,306","$38,513 "
13025,Brantley County (GA),"18,274","4,318","$35,732 "
13027,Brooks County (GA),"16,152","3,962","$32,067 "
13029,Bryan County (GA),"30,196","3,560","$65,478 "
13031,Bulloch County (GA),"65,791","22,553","$31,943 "
13033,Burke County (GA),"23,025","7,574","$30,688 "
13035,Butts County (GA),"21,278","3,506","$43,777 "
13037,Calhoun County (GA),"4,988","1,834","$28,618 "
13039,Camden County (GA),"48,639","7,543","$48,967 "
13043,Candler County (GA),"10,701","2,701","$30,496 "
13045,Carroll County (GA),"106,674","20,312","$45,242 "
13047,Catoosa County (GA),"63,324","9,039","$47,337 "
13049,Charlton County (GA),"10,356","2,894","$32,316 "
13051,Chatham County (GA),"253,175","49,899","$42,728 "
13053,Chattahoochee County (GA),"7,850","1,452","$46,292 "
13055,Chattooga County (GA),"24,008","4,922","$33,990 "
13057,Cherokee County (GA),"213,107","18,346","$63,520 "
13059,Clarke County (GA),"107,543","35,801","$34,000 "
13061,Clay County (GA),"3,109","1,109","$27,080 "
13063,Clayton County (GA),"254,547","57,649","$36,595 "
13065,Clinch County (GA),"6,686","1,650","$30,428 "
13067,Cobb County (GA),"679,640","95,398","$59,471 "
13069,Coffee County (GA),"39,556","10,250","$33,527 "
13071,Colquitt County (GA),"44,763","11,742","$32,010 "
13073,Columbia County (GA),"123,971","10,959","$64,435 "
13075,Cook County (GA),"17,049","4,204","$32,244 "
13077,Coweta County (GA),"126,989","14,026","$56,407 "
13079,Crawford County (GA),"12,455","2,365","$41,593 "
13081,Crisp County (GA),"22,892","6,836","$35,232 "
13083,Dade County (GA),"15,582","2,535","$40,161 "
13085,Dawson County (GA),"21,939","3,044","$51,127 "
13087,Decatur County (GA),"26,709","6,712","$33,288 "
13089,DeKalb County (GA),"678,567","131,946","$47,068 "
13091,Dodge County (GA),"19,768","4,453","$33,731 "
13093,Dooly County (GA),"12,855","3,244","$32,216 "
13095,Dougherty County (GA),"91,025","31,930","$31,200 "
13097,Douglas County (GA),"131,012","16,581","$52,887 "
13099,Early County (GA),"10,793","2,978","$30,572 "
13101,Echols County (GA),"4,024","1,086","$32,674 "
13103,Effingham County (GA),"51,640","5,482","$60,017 "
13105,Elbert County (GA),"19,848","4,863","$32,888 "
13107,Emanuel County (GA),"21,736","6,410","$30,985 "
13109,Evans County (GA),"10,581","2,635","$32,427 "
13111,Fannin County (GA),"23,443","4,262","$33,253 "
13113,Fayette County (GA),"106,202","7,145","$79,276 "
13115,Floyd County (GA),"92,344","17,634","$38,289 "
13117,Forsyth County (GA),"175,726","12,606","$81,629 "
13119,Franklin County (GA),"21,436","3,865","$36,109 "
13121,Fulton County (GA),"897,901","159,048","$53,580 "
13123,Gilmer County (GA),"28,001","4,454","$39,710 "
13125,Glascock County (GA),"2,982",553,"$36,433 "
13127,Glynn County (GA),"78,644","14,756","$42,993 "
13129,Gordon County (GA),"54,283","10,045","$40,656 "
13131,Grady County (GA),"24,786","6,974","$31,297 "
13133,Greene County (GA),"15,812","4,330","$36,001 "
13135,Gwinnett County (GA),"800,772","108,754","$57,848 "
13137,Habersham County (GA),"40,665","7,055","$40,316 "
13139,Hall County (GA),"176,929","31,495","$47,238 "
13141,Hancock County (GA),"7,903","2,618","$23,887 "
13143,Haralson County (GA),"28,321","5,868","$39,046 "
13145,Harris County (GA),"31,684","2,986","$62,264 "
13147,Hart County (GA),"24,496","5,633","$33,753 "
13149,Heard County (GA),"11,673","2,488","$39,614 "
13151,Henry County (GA),"203,731","20,839","$59,371 "
13153,Houston County (GA),"138,764","19,562","$54,977 "
13155,Irwin County (GA),"8,871","2,128","$32,859 "
13157,Jackson County (GA),"59,917","9,435","$50,409 "
13159,Jasper County (GA),"13,788","2,609","$43,443 "
13161,Jeff Davis County (GA),"14,906","3,513","$32,380 "
13163,Jefferson County (GA),"16,392","4,734","$29,683 "
13165,Jenkins County (GA),"8,222","2,376","$27,682 "
13167,Johnson County (GA),"8,217","2,505","$28,332 "
13169,Jones County (GA),"28,235","3,351","$52,215 "
13171,Lamar County (GA),"16,871","3,011","$40,001 "
13173,Lanier County (GA),"9,814","2,220","$33,430 "
13175,Laurens County (GA),"47,370","9,339","$36,568 "
13177,Lee County (GA),"27,548","2,834","$61,489 "
13179,Liberty County (GA),"59,994","13,092","$39,697 "
13181,Lincoln County (GA),"7,886","1,644","$35,201 "
13183,Long County (GA),"14,262","2,969","$38,243 "
