County ID,State / County Name,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,Median Household Income in Dollars
1087,Macon County (AL),"21,690","5,992","$22,274 "
1089,Madison County (AL),"275,109","27,718","$45,736 "
1091,Marengo County (AL),"22,262","4,568","$28,060 "
1093,Marion County (AL),"29,861","5,039","$28,247 "
1095,Marshall County (AL),"81,722","11,726","$32,470 "
1097,Mobile County (AL),"394,330","67,590","$34,685 "
1099,Monroe County (AL),"23,930","4,501","$29,802 "
1101,Montgomery County (AL),"212,387","34,081","$36,918 "
1103,Morgan County (AL),"110,382","12,269","$39,515 "
1105,Perry County (AL),"11,266","3,490","$20,969 "
1107,Pickens County (AL),"20,670","4,146","$27,065 "
1109,Pike County (AL),"28,413","6,206","$26,317 "
1111,Randolph County (AL),"21,933","3,656","$29,048 "
1113,Russell County (AL),"48,951","8,366","$28,641 "
1115,St. Clair County (AL),"64,442","8,240","$37,513 "
1117,Shelby County (AL),"147,940","9,417","$59,451 "
1119,Sumter County (AL),"14,344","4,096","$20,582 "
1121,Talladega County (AL),"77,003","12,981","$31,457 "
1123,Tallapoosa County (AL),"40,431","6,346","$30,941 "
1125,Tuscaloosa County (AL),"157,489","23,817","$34,294 "
1127,Walker County (AL),"69,941","10,388","$30,313 "
1129,Washington County (AL),"17,936","3,055","$31,797 "
1131,Wilcox County (AL),"12,806","3,923","$18,813 "
1133,Winston County (AL),"24,512","4,304","$28,366 "
2000,Alaska,"616,957","52,442","$51,433 "
2013,Aleutians East Borough (AK),"2,484",314,"$42,703 "
2016,Aleutians West Census Area (AK),"5,651",347,"$56,365 "
2020,Anchorage Borough (AK),"256,975","17,188","$56,690 "
2050,Bethel Census Area (AK),"16,014","3,554","$33,353 "
2060,Bristol Bay Borough (AK),"1,179",70,"$53,828 "
2068,Denali Borough (AK),"1,764",85,"$53,087 "
2070,Dillingham Census Area (AK),"4,848",867,"$41,007 "
2090,Fairbanks North Star Borough (AK),"80,442","5,654","$50,354 "
2100,Haines Borough (AK),"2,321",237,"$41,018 "
2110,Juneau Borough (AK),"29,962","1,746","$59,650 "
2122,Kenai Peninsula Borough (AK),"48,501","4,337","$47,255 "
2130,Ketchikan Gateway Borough (AK),"13,599",974,"$50,278 "
2150,Kodiak Island Borough (AK),"13,571",982,"$50,879 "
2164,Lake and Peninsula Borough (AK),"1,674",290,"$35,025 "
2170,Matanuska-Susitna Borough (AK),"60,756","5,367","$49,562 "
2180,Nome Census Area (AK),"8,984","1,553","$38,310 "
2185,North Slope Borough (AK),"7,208",565,"$58,694 "
2188,Northwest Arctic Borough (AK),"7,199","1,119","$42,821 "
2201,Prince of Wales-Outer Ketchikan Census Area (AK),"5,857",850,"$38,336 "
2220,Sitka Borough (AK),"8,405",568,"$50,624 "
2232,Skagway-Hoonah-Angoon Census Area (AK),"3,368",261,"$40,209 "
2240,Southeast Fairbanks Census Area (AK),"5,576",962,"$38,244 "
2261,Valdez-Cordova Census Area (AK),"9,981",776,"$49,124 "
2270,Wade Hampton Census Area (AK),"7,041","2,028","$27,567 "
2280,Wrangell-Petersburg Census Area (AK),"6,524",539,"$46,203 "
2282,Yakutat Borough (AK),770,65,"$43,150 "
2290,Yukon-Koyukuk Census Area (AK),"6,301","1,142","$28,867 "
4000,Arizona,"5,194,502","646,762","$40,437 "
4001,Apache County (AZ),"66,799","20,549","$24,244 "
4003,Cochise County (AZ),"113,162","18,906","$32,903 "
4005,Coconino County (AZ),"114,495","17,891","$38,249 "
4007,Gila County (AZ),"50,231","8,925","$31,295 "
4009,Graham County (AZ),"30,154","6,428","$29,860 "
4011,Greenlee County (AZ),"8,280",801,"$41,181 "
4012,La Paz County (AZ),"19,310","3,995","$25,986 "
4013,Maricopa County (AZ),"3,155,207","322,120","$47,024 "
4015,Mohave County (AZ),"158,135","24,294","$31,515 "
4017,Navajo County (AZ),"96,653","23,508","$28,868 "
4019,Pima County (AZ),"842,557","109,374","$37,461 "
4021,Pinal County (AZ),"172,417","27,242","$35,134 "
4023,Santa Cruz County (AZ),"39,046","8,465","$31,123 "
4025,Yavapai County (AZ),"169,956","20,372","$34,241 "
4027,Yuma County (AZ),"158,101","33,890","$31,297 "
5000,Arkansas,"2,634,478","394,960","$31,496 "
5001,Arkansas County (AR),"20,306","3,288","$31,544 "
5003,Ashley County (AR),"23,737","3,913","$32,937 "
5005,Baxter County (AR),"37,943","4,811","$30,215 "
5007,Benton County (AR),"157,927","14,681","$41,729 "
5009,Boone County (AR),"34,060","5,025","$31,247 "
5011,Bradley County (AR),"12,235","2,526","$25,755 "
5013,Calhoun County (AR),"5,566",808,"$29,539 "
5015,Carroll County (AR),"25,629","3,934","$28,571 "
5017,Chicot County (AR),"13,238","3,677","$22,590 "
5019,Clark County (AR),"21,479","3,566","$29,388 "
5021,Clay County (AR),"17,241","2,764","$26,822 "
5023,Cleburne County (AR),"24,107","3,420","$31,930 "
5025,Cleveland County (AR),"8,638","1,218","$33,790 "
5027,Columbia County (AR),"24,322","4,560","$29,039 "
5029,Conway County (AR),"20,193","3,163","$31,857 "
5031,Craighead County (AR),"81,037","11,382","$34,523 "
5033,Crawford County (AR),"53,915","7,465","$34,181 "
5035,Crittenden County (AR),"50,840","10,705","$30,179 "
5037,Cross County (AR),"19,335","3,525","$29,655 "
5039,Dallas County (AR),"8,613","1,667","$27,176 "
5041,Desha County (AR),"14,982","3,311","$25,464 "
5043,Drew County (AR),"18,325","3,176","$29,483 "
5045,Faulkner County (AR),"84,998","9,090","$39,355 "
5047,Franklin County (AR),"17,684","2,758","$31,050 "
5049,Fulton County (AR),"11,489","2,254","$26,153 "
5051,Garland County (AR),"87,846","12,872","$32,292 "
5053,Grant County (AR),"16,617","1,673","$38,555 "
5055,Greene County (AR),"37,369","4,991","$31,818 "
5057,Hempstead County (AR),"23,233","4,346","$28,583 "
5059,Hot Spring County (AR),"30,283","4,223","$32,069 "
5061,Howard County (AR),"13,996","2,166","$29,424 "
5063,Independence County (AR),"33,603","4,772","$32,860 "
5065,Izard County (AR),"12,503","2,292","$26,219 "
5067,Jackson County (AR),"16,317","3,318","$26,168 "
5069,Jefferson County (AR),"78,744","14,915","$31,358 "
5071,Johnson County (AR),"22,421","3,674","$28,734 "
5073,Lafayette County (AR),"8,316","1,866","$25,404 "
5075,Lawrence County (AR),"17,196","3,100","$28,053 "
5077,Lee County (AR),"10,674","3,206","$21,654 "
5079,Lincoln County (AR),"11,069","2,664","$29,129 "
5081,Little River County (AR),"13,311","2,116","$30,243 "
5083,Logan County (AR),"22,020","3,465","$29,078 "
5085,Lonoke County (AR),"53,645","5,521","$40,728 "
5087,Madison County (AR),"14,310","2,394","$29,116 "
5089,Marion County (AR),"16,200","2,788","$27,222 "
5091,Miller County (AR),"39,940","7,189","$31,402 "
5093,Mississippi County (AR),"50,527","10,124","$28,370 "
5095,Monroe County (AR),"9,823","2,399","$23,713 "
5097,Montgomery County (AR),"9,182","1,575","$28,448 "
5099,Nevada County (AR),"9,686","1,795","$27,880 "
5101,Newton County (AR),"8,472","1,810","$25,526 "
5103,Ouachita County (AR),"28,069","5,054","$29,344 "
5105,Perry County (AR),"10,217","1,454","$31,585 "
5107,Phillips County (AR),"25,546","7,234","$22,769 "
5109,Pike County (AR),"11,077","1,767","$28,609 "
5111,Poinsett County (AR),"25,235","4,825","$27,541 "
5113,Polk County (AR),"20,016","3,682","$26,308 "
5115,Pope County (AR),"53,255","7,897","$33,481 "
5117,Prairie County (AR),"9,434","1,433","$30,590 "
5119,Pulaski County (AR),"357,194","44,131","$38,328 "
5121,Randolph County (AR),"18,002","3,079","$28,314 "
5123,St. Francis County (AR),"26,361","6,775","$26,282 "
5125,Saline County (AR),"84,048","7,037","$43,528 "
5127,Scott County (AR),"10,870","2,108","$27,204 "
5129,Searcy County (AR),"8,154","1,935","$22,166 "
5131,Sebastian County (AR),"114,839","15,381","$35,003 "
5133,Sevier County (AR),"15,617","2,739","$30,074 "
5135,Sharp County (AR),"17,138","3,419","$25,155 "
5137,Stone County (AR),"11,331","2,142","$23,708 "
5139,Union County (AR),"44,435","7,145","$31,442 "
5141,Van Buren County (AR),"16,138","2,821","$27,102 "
5143,Washington County (AR),"157,484","19,998","$35,612 "
5145,White County (AR),"65,262","9,705","$32,865 "
5147,Woodruff County (AR),"8,595","2,003","$23,251 "
5149,Yell County (AR),"21,020","3,252","$29,079 "
6000,California,"33,846,211","4,304,909","$46,836 "
6001,Alameda County (CA),"1,451,317","128,341","$55,551 "
6003,Alpine County (CA),"1,189",210,"$39,640 "
6005,Amador County (CA),"31,288","3,110","$42,701 "
6007,Butte County (CA),"200,556","34,558","$31,963 "
6009,Calaveras County (CA),"41,141","4,424","$41,460 "
6011,Colusa County (CA),"18,719","2,830","$35,623 "
6013,Contra Costa County (CA),"968,685","64,682","$64,040 "
6015,Del Norte County (CA),"23,560","5,129","$30,166 "
6017,El Dorado County (CA),"160,092","11,651","$52,155 "
6019,Fresno County (CA),"798,882","164,786","$34,930 "
6021,Glenn County (CA),"25,974","4,614","$32,321 "
6023,Humboldt County (CA),"123,190","19,614","$32,098 "
6025,Imperial County (CA),"133,203","32,846","$31,651 "
6027,Inyo County (CA),"17,807","2,127","$36,377 "
6029,Kern County (CA),"645,879","119,920","$36,446 "
6031,Kings County (CA),"112,091","22,992","$34,724 "
6033,Lake County (CA),"59,552","9,432","$29,935 "
6035,Lassen County (CA),"24,657","4,312","$37,358 "
6037,Los Angeles County (CA),"9,515,001","1,513,575","$42,045 "
6039,Madera County (CA),"118,115","24,688","$35,248 "
6041,Marin County (CA),"239,110","14,058","$72,301 "
6043,Mariposa County (CA),"16,853","2,197","$35,151 "
6045,Mendocino County (CA),"85,382","12,575","$36,240 "
6047,Merced County (CA),"216,173","43,940","$34,474 "
6049,Modoc County (CA),"8,999","1,772","$28,859 "
6051,Mono County (CA),"12,898","1,167","$44,382 "
6053,Monterey County (CA),"389,774","50,439","$47,073 "
6055,Napa County (CA),"123,392","8,802","$52,262 "
6057,Nevada County (CA),"92,810","7,444","$46,777 "
6059,Orange County (CA),"2,860,330","264,914","$55,654 "
6061,Placer County (CA),"261,743","14,779","$59,153 "
6063,Plumas County (CA),"20,603","2,290","$38,225 "
6065,Riverside County (CA),"1,589,661","199,491","$43,558 "
6067,Sacramento County (CA),"1,246,959","160,507","$44,796 "
6069,San Benito County (CA),"54,656","4,870","$56,191 "
6071,San Bernardino County (CA),"1,717,813","257,613","$40,950 "
6073,San Diego County (CA),"2,783,515","302,668","$48,363 "
6075,San Francisco County (CA),"766,353","70,347","$55,761 "
6077,San Joaquin County (CA),"577,530","87,187","$40,633 "
6079,San Luis Obispo County (CA),"236,289","25,292","$42,498 "
6081,San Mateo County (CA),"699,675","35,396","$70,492 "
6083,Santa Barbara County (CA),"386,900","48,031","$46,908 "
6085,Santa Clara County (CA),"1,667,757","111,287","$74,705 "
6087,Santa Cruz County (CA),"247,957","26,163","$53,787 "
6089,Shasta County (CA),"164,044","24,195","$34,991 "
6091,Sierra County (CA),"3,502",372,"$37,770 "
6093,Siskiyou County (CA),"43,389","7,235","$30,589 "
6095,Solano County (CA),"389,209","32,756","$53,954 "
6097,Sonoma County (CA),"458,399","32,332","$53,193 "
6099,Stanislaus County (CA),"459,431","67,042","$40,054 "
6101,Sutter County (CA),"78,998","11,146","$38,698 "
6103,Tehama County (CA),"55,931","9,605","$31,575 "
6105,Trinity County (CA),"12,715","2,138","$28,752 "
6107,Tulare County (CA),"368,720","85,424","$32,253 "
6109,Tuolumne County (CA),"50,449","6,426","$38,770 "
6111,Ventura County (CA),"759,514","67,425","$57,164 "
6113,Yolo County (CA),"168,097","20,196","$42,670 "
6115,Yuba County (CA),"59,783","11,550","$30,954 "
8000,Colorado,"4,341,448","384,830","$47,505 "
8001,Adams County (CO),"374,298","33,377","$48,307 "
8003,Alamosa County (CO),"14,053","2,851","$30,538 "
8005,Arapahoe County (CO),"498,100","29,023","$55,359 "
8007,Archuleta County (CO),"10,465","1,379","$38,241 "
8009,Baca County (CO),"4,425",773,"$29,274 "
8011,Bent County (CO),"4,931","1,139","$28,252 "
8013,Boulder County (CO),"291,331","22,770","$58,601 "
8015,Chaffee County (CO),"15,117","1,735","$35,706 "
8017,Cheyenne County (CO),"2,190",276,"$37,620 "
8019,Clear Creek County (CO),"9,332",563,"$54,838 "
8021,Conejos County (CO),"8,352","1,992","$25,296 "
8023,Costilla County (CO),"3,561","1,014","$21,135 "
8025,Crowley County (CO),"3,463","1,180","$26,953 "
8027,Custer County (CO),"3,580",486,"$36,205 "
8029,Delta County (CO),"27,570","3,912","$33,356 "
8031,Denver County (CO),"554,363","72,609","$41,657 "
8033,Dolores County (CO),"1,840",280,"$32,126 "
8035,Douglas County (CO),"197,395","3,343","$91,210 "
8037,Eagle County (CO),"43,427","2,617","$61,760 "
8039,Elbert County (CO),"21,148","1,070","$66,082 "
8041,El Paso County (CO),"520,989","45,310","$48,991 "
8043,Fremont County (CO),"37,802","5,730","$34,504 "
8045,Garfield County (CO),"44,851","3,518","$48,713 "
8047,Gilpin County (CO),"4,795",264,"$53,910 "
8049,Grand County (CO),"12,597",916,"$47,958 "
8051,Gunnison County (CO),"13,194","1,507","$37,898 "
8053,Hinsdale County (CO),796,84,"$37,815 "
8055,Huerfano County (CO),"6,835","1,497","$26,176 "
8057,Jackson County (CO),"1,538",223,"$33,178 "
8059,Jefferson County (CO),"526,215","26,952","$60,357 "
8061,Kiowa County (CO),"1,516",194,"$32,811 "
8063,Kit Carson County (CO),"7,371",971,"$35,066 "
8065,Lake County (CO),"7,732",851,"$38,487 "
8067,La Plata County (CO),"43,181","4,603","$41,490 "
8069,Larimer County (CO),"253,747","18,923","$49,758 "
8071,Las Animas County (CO),"14,956","2,750","$28,730 "
8073,Lincoln County (CO),"4,842",743,"$33,205 "
8075,Logan County (CO),"19,023","2,429","$34,724 "
8077,Mesa County (CO),"116,536","12,791","$37,138 "
8079,Mineral County (CO),825,102,"$36,124 "
8081,Moffat County (CO),"13,124","1,293","$43,186 "
8083,Montezuma County (CO),"23,531","3,812","$33,305 "
8085,Montrose County (CO),"34,025","4,279","$36,303 "
8087,Morgan County (CO),"26,860","3,452","$35,648 "
8089,Otero County (CO),"19,590","3,749","$29,939 "
8091,Ouray County (CO),"3,815",306,"$43,707 "
8093,Park County (CO),"15,258",951,"$54,396 "
8095,Phillips County (CO),"4,384",511,"$34,253 "
8097,Pitkin County (CO),"14,894",660,"$62,190 "
8099,Prowers County (CO),"14,019","2,598","$30,905 "
8101,Pueblo County (CO),"140,440","20,493","$33,673 "
8103,Rio Blanco County (CO),"5,749",582,"$40,409 "
8105,Rio Grande County (CO),"12,093","2,236","$32,646 "
8107,Routt County (CO),"20,018","1,250","$53,966 "
8109,Saguache County (CO),"6,141","1,330","$24,912 "
8111,San Juan County (CO),560,99,"$30,564 "
8113,San Miguel County (CO),"6,881",571,"$49,270 "
8115,Sedgwick County (CO),"2,617",338,"$29,763 "
8117,Summit County (CO),"24,387","1,497","$57,200 "
8119,Teller County (CO),"21,135","1,301","$52,304 "
8121,Washington County (CO),"4,814",574,"$33,193 "
8123,Weld County (CO),"189,104","18,919","$42,555 "
8125,Yuma County (CO),"9,727","1,284","$34,613 "
9000,Connecticut,"3,354,407","243,428","$52,758 "
9001,Fairfield County (CT),"879,926","54,215","$63,762 "
9003,Hartford County (CT),"843,002","70,959","$49,461 "
9005,Litchfield County (CT),"183,339","8,790","$56,215 "
9007,Middlesex County (CT),"152,942","7,126","$60,706 "
9009,New Haven County (CT),"809,669","71,499","$49,428 "
9011,New London County (CT),"249,767","16,035","$49,365 "
9013,Tolland County (CT),"128,863","5,988","$60,190 "
9015,Windham County (CT),"106,899","8,817","$45,270 "
10000,Delaware,"778,813","67,374","$47,812 "
10001,Kent County (DE),"125,822","13,638","$41,057 "
10003,New Castle County (DE),"494,654","36,505","$55,205 "
10005,Sussex County (DE),"158,337","17,231","$38,934 "
11000,District of Columbia,"560,501","91,435","$40,606 "
11001,District of Columbia (DC),"560,501","91,435","$40,606 "
12000,Florida,"16,002,039","1,877,399","$38,784 "
12001,Alachua County (FL),"208,642","30,721","$32,724 "
12003,Baker County (FL),"20,438","2,782","$39,070 "
12005,Bay County (FL),"146,170","18,576","$35,547 "
12007,Bradford County (FL),"22,209","3,663","$32,889 "
12009,Brevard County (FL),"477,243","43,944","$40,673 "
12011,Broward County (FL),"1,655,950","162,841","$42,690 "
12013,Calhoun County (FL),"11,197","2,367","$27,027 "
12015,Charlotte County (FL),"142,527","12,783","$36,087 "
12017,Citrus County (FL),"119,298","14,709","$31,358 "
12019,Clay County (FL),"144,577","9,925","$48,988 "
12021,Collier County (FL),"261,873","23,348","$47,792 "
12023,Columbia County (FL),"54,476","8,824","$31,293 "
12027,DeSoto County (FL),"30,504","5,918","$29,950 "
12029,Dixie County (FL),"12,759","2,708","$26,372 "
12031,Duval County (FL),"776,097","81,570","$41,326 "
12033,Escambia County (FL),"271,507","40,144","$34,355 "
12035,Flagler County (FL),"53,154","4,676","$40,435 "
12037,Franklin County (FL),"9,440","1,543","$27,746 "
12039,Gadsden County (FL),"42,885","8,015","$30,650 "
12041,Gilchrist County (FL),"13,338","2,191","$30,708 "
12043,Glades County (FL),"9,962","1,539","$30,379 "
12045,Gulf County (FL),"11,912","2,219","$30,014 "
12047,Hamilton County (FL),"10,891","2,637","$26,032 "
12049,Hardee County (FL),"25,356","5,636","$29,693 "
12051,Hendry County (FL),"35,115","6,832","$33,012 "
12053,Hernando County (FL),"132,522","14,450","$32,963 "
12055,Highlands County (FL),"87,170","12,338","$29,864 "
12057,Hillsborough County (FL),"1,010,449","117,305","$40,987 "
12059,Holmes County (FL),"16,898","3,480","$27,831 "
12061,Indian River County (FL),"113,629","10,723","$40,063 "
12063,Jackson County (FL),"40,788","6,989","$29,700 "
12065,Jefferson County (FL),"11,841","2,095","$32,924 "
12067,Lafayette County (FL),"5,901","1,217","$30,008 "
12069,Lake County (FL),"219,731","22,852","$37,354 "
12071,Lee County (FL),"453,556","42,593","$39,262 "
12073,Leon County (FL),"228,160","27,553","$38,791 "
12075,Levy County (FL),"34,436","6,010","$27,724 "
12077,Liberty County (FL),"5,669","1,174","$29,274 "
12079,Madison County (FL),"16,940","3,335","$26,987 "
12081,Manatee County (FL),"267,430","25,232","$38,732 "
12083,Marion County (FL),"258,405","35,148","$32,532 "
12085,Martin County (FL),"126,413","10,951","$43,625 "
12086,Miami-Dade County (FL),"2,253,401","391,594","$33,228 "
12087,Monroe County (FL),"78,123","7,461","$42,447 "
12089,Nassau County (FL),"58,313","4,911","$46,814 "
12091,Okaloosa County (FL),"166,670","15,684","$41,706 "
12093,Okeechobee County (FL),"34,262","5,722","$29,896 "
12095,Orange County (FL),"908,948","99,353","$42,656 "
12097,Osceola County (FL),"178,764","21,174","$38,309 "
12099,Palm Beach County (FL),"1,144,336","108,668","$42,008 "
12101,Pasco County (FL),"353,664","38,024","$34,233 "
12103,Pinellas County (FL),"907,313","88,723","$37,179 "
12105,Polk County (FL),"479,527","63,420","$35,438 "
12107,Putnam County (FL),"69,371","13,280","$27,839 "
12109,St. Johns County (FL),"128,014","9,312","$52,244 "
12111,St. Lucie County (FL),"195,976","24,404","$36,172 "
12113,Santa Rosa County (FL),"118,987","11,828","$42,626 "
12115,Sarasota County (FL),"327,183","23,817","$42,265 "
12117,Seminole County (FL),"370,275","27,536","$50,122 "
12119,Sumter County (FL),"47,728","7,129","$31,730 "
12121,Suwannee County (FL),"34,861","5,684","$30,044 "
12123,Taylor County (FL),"17,887","3,178","$30,702 "
12125,Union County (FL),"9,436","1,881","$33,779 "
12127,Volusia County (FL),"438,363","48,592","$35,278 "
12129,Wakulla County (FL),"22,541","2,753","$37,761 "
12131,Walton County (FL),"40,765","6,070","$32,368 "
12133,Washington County (FL),"19,870","3,640","$28,503 "
13000,Georgia,"8,201,336","1,006,329","$42,057 "
13001,Appling County (GA),"17,233","2,834","$30,384 "
13003,Atkinson County (GA),"7,588","1,663","$27,171 "
13005,Bacon County (GA),"9,931","1,807","$28,055 "
13007,Baker County (GA),"4,097",963,"$29,118 "
13009,Baldwin County (GA),"37,025","6,303","$33,916 "
13011,Banks County (GA),"14,855","1,810","$38,833 "
13013,Barrow County (GA),"48,185","4,563","$44,961 "
13015,Bartow County (GA),"78,805","7,494","$44,315 "
13017,Ben Hill County (GA),"17,040","3,262","$28,013 "
13019,Berrien County (GA),"15,967","2,762","$30,379 "
13021,Bibb County (GA),"148,880","25,587","$35,142 "
13023,Bleckley County (GA),"11,096","1,698","$34,492 "
13025,Brantley County (GA),"14,762","2,418","$31,359 "
13027,Brooks County (GA),"16,151","3,614","$26,829 "
13029,Bryan County (GA),"24,193","2,373","$48,921 "
13031,Bulloch County (GA),"53,815","9,996","$30,512 "
13033,Burke County (GA),"22,601","4,755","$28,200 "
13035,Butts County (GA),"18,554","2,389","$38,850 "
13037,Calhoun County (GA),"5,031","1,364","$24,792 "
13039,Camden County (GA),"42,355","4,171","$42,320 "
13043,Candler County (GA),"9,108","2,021","$26,298 "
13045,Carroll County (GA),"88,429","10,803","$39,354 "
13047,Catoosa County (GA),"54,460","5,219","$40,685 "
13049,Charlton County (GA),"9,257","1,776","$28,509 "
13051,Chatham County (GA),"225,482","33,422","$37,669 "
13053,Chattahoochee County (GA),"10,419","1,289","$39,205 "
13055,Chattooga County (GA),"24,229","3,464","$30,960 "
13057,Cherokee County (GA),"150,713","8,088","$62,119 "
13059,Clarke County (GA),"94,968","16,595","$29,996 "
13061,Clay County (GA),"3,336",954,"$22,295 "
13063,Clayton County (GA),"244,299","29,072","$42,108 "
13065,Clinch County (GA),"6,591","1,422","$27,259 "
13067,Cobb County (GA),"631,304","44,572","$57,156 "
13069,Coffee County (GA),"36,430","7,225","$30,440 "
13071,Colquitt County (GA),"41,735","8,085","$28,615 "
13073,Columbia County (GA),"91,803","5,833","$57,066 "
13075,Cook County (GA),"15,843","2,979","$28,186 "
13077,Coweta County (GA),"93,263","7,586","$54,113 "
13079,Crawford County (GA),"12,366","1,814","$37,180 "
13081,Crisp County (GA),"21,710","5,162","$26,928 "
13083,Dade County (GA),"14,705","1,733","$35,742 "
13085,Dawson County (GA),"16,831","1,592","$48,455 "
13087,Decatur County (GA),"27,546","5,800","$28,800 "
13089,DeKalb County (GA),"662,248","73,097","$47,744 "
13091,Dodge County (GA),"17,517","3,289","$28,168 "
13093,Dooly County (GA),"10,318","2,335","$28,615 "
13095,Dougherty County (GA),"92,777","19,457","$30,850 "
13097,Douglas County (GA),"94,725","7,868","$50,377 "
13099,Early County (GA),"12,044","2,927","$26,098 "
13101,Echols County (GA),"3,838",795,"$26,834 "
13103,Effingham County (GA),"39,091","3,647","$47,497 "
13105,Elbert County (GA),"20,370","3,121","$29,830 "
13107,Emanuel County (GA),"21,425","4,952","$25,215 "
13109,Evans County (GA),"10,224","2,297","$26,259 "
13111,Fannin County (GA),"20,242","2,843","$31,033 "
13113,Fayette County (GA),"94,178","3,576","$73,388 "
13115,Floyd County (GA),"87,649","11,670","$36,003 "
13117,Forsyth County (GA),"108,765","4,786","$73,008 "
13119,Franklin County (GA),"20,082","2,796","$32,906 "
13121,Fulton County (GA),"801,233","110,482","$46,547 "
13123,Gilmer County (GA),"24,208","3,185","$34,813 "
13125,Glascock County (GA),"2,565",362,"$30,740 "
13127,Glynn County (GA),"67,819","9,511","$38,822 "
13129,Gordon County (GA),"45,251","5,006","$39,195 "
13131,Grady County (GA),"23,560","4,484","$29,007 "
13133,Greene County (GA),"14,562","2,516","$33,086 "
13135,Gwinnett County (GA),"620,851","34,972","$61,996 "
13137,Habersham County (GA),"35,420","3,982","$36,905 "
13139,Hall County (GA),"145,039","15,238","$45,091 "
13141,Hancock County (GA),"8,581","2,240","$22,925 "
13143,Haralson County (GA),"25,807","3,802","$32,973 "
13145,Harris County (GA),"24,187","2,152","$49,714 "
13147,Hart County (GA),"22,702","2,970","$33,835 "
13149,Heard County (GA),"11,112","1,644","$33,766 "
13151,Henry County (GA),"129,845","6,946","$58,397 "
13153,Houston County (GA),"110,966","11,185","$44,794 "
13155,Irwin County (GA),"9,578","1,733","$30,499 "
13157,Jackson County (GA),"42,801","5,101","$40,287 "
13159,Jasper County (GA),"11,707","1,620","$39,891 "
13161,Jeff Davis County (GA),"12,695","2,222","$28,595 "
13163,Jefferson County (GA),"16,851","3,411","$26,818 "
13165,Jenkins County (GA),"8,622","1,998","$24,566 "
13167,Johnson County (GA),"7,989","1,822","$24,792 "
13169,Jones County (GA),"23,667","2,330","$43,717 "
13171,Lamar County (GA),"15,412","2,298","$35,890 "
13173,Lanier County (GA),"6,870","1,348","$29,231 "
13175,Laurens County (GA),"44,196","7,516","$32,327 "
13177,Lee County (GA),"25,980","2,443","$49,138 "
13179,Liberty County (GA),"56,426","8,661","$33,764 "
13181,Lincoln County (GA),"8,371","1,356","$32,021 "
13183,Long County (GA),"10,408","2,029","$30,399 "
13185,Lowndes County (GA),"85,570","14,378","$32,575 "
13187,Lumpkin County (GA),"20,639","2,583","$39,683 "
13189,McDuffie County (GA),"21,266","3,571","$32,482 "
